type,cost,name,text,damage
Colorless,"['Colorless', 'Colorless', 'Colorless']","Power Blast","Flip a coin. If tails, discard an Energy attached to this Pok\u00e9mon.","100"
Colorless,"['Colorless']","See Beyond","Choose a card from your hand and put it as a Prize card face up. Then, choose 1 of your face-down Prize cards without looking and put it into your hand. This attack does nothing if all of your Prize cards are face up.",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","Extrasensory","If you have the same number of cards in your hand as your opponent, this attack does 30 damage plus 50 more damage.","30+"
Colorless,"['Free']","Lively","Remove 2 damage counters from 1 of your Pok\u00e9mon.",""
Colorless,"['Colorless', 'Colorless']","Mega Ascension","Search your deck for M Rayquaza-EX, reveal it, and put it into your hand. Shuffle your deck afterward.",""
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Aeroscream","Flip a coin. If tails, discard 2 Energy attached to this Pok\u00e9mon.","130"
Colorless,"['Colorless']","Tail Slap","Flip 2 coins. This attack does 10 damage times the number of heads.","10\u00d7"
Colorless,"['Colorless']","Call for Family","Search your deck for as many Eevee as you like and put them onto your Bench. Shuffle your deck afterward.",""
Colorless,"['Colorless']","Lunge","Flip a coin. If tails, this attack does nothing.","20"
Colorless,"['Colorless']","Push Down","Your opponent switches the Defending Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.","10"
Colorless,"['Colorless', 'Colorless']","Lick","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Colorless,"['Colorless']","Razor-Sharp Incisors","Does 10 damage times the number of damage counters on the Defending Pok\u00e9mon.","10\u00d7"
Colorless,"['Colorless']","Gnaw Up","Discard a Special Energy card attached to the Defending Pok\u00e9mon.","30"
Colorless,"['Colorless']","Amnesia","Choose 1 of the Defending Pok\u00e9mon's attacks. That Pok\u00e9mon can't use that attack during your opponent's next turn.",""
Colorless,"['Colorless']","Scavenge","Search your discard pile for a Trainer card, show it to your opponent, and put it into your hand.",""
Colorless,"['Colorless']","Chase Up","Search your deck for any 1 card and put it into your hand. Shuffle your deck afterward.",""
Colorless,"['Colorless', 'Colorless']","Fly","Flip a coin. If tails, this attack does nothing. If heads, prevent all effects of attacks, including damage, done to Togetic during your opponent's next turn.","30"
Colorless,"['Free']","Eeek","Draw a card.",""
Colorless,"['Colorless']","Fiddle Around","Look at the top 3 cards of your opponent's deck and put them back in any order.",""
Colorless,"['Colorless', 'Colorless']","Tail Jab","","20"
Colorless,"['Colorless']","Tackle","","10"
Colorless,"['Colorless', 'Colorless']","Bite","","20"
Colorless,"['Colorless']","Call for Family","Search your deck for a Basic Pok\u00e9mon and put it onto your Bench. Shuffle your deck afterward.",""
Colorless,"['Colorless', 'Colorless']","Tickle","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Colorless,"['Colorless']","Yawn","The Defending Pok\u00e9mon is now Asleep.",""
Colorless,"['Colorless']","Flail","Does 10 damage times the number of damage counters on Slakoth.","10\u00d7"
Colorless,"['Colorless']","Roar","Your opponent switches the Defending Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.",""
Colorless,"['Colorless', 'Colorless']","Sharp Fang","","20"
Colorless,"['Colorless']","Quick Charge","Search your deck for up to 3 different types of basic Energy cards, show them to your opponent, and put them into your hand. Shuffle your deck afterward.",""
Colorless,"['Grass', 'Lightning']","Dragon Spark","Flip a coin. If heads, this attack does 20 damage to each of your opponent's Pok\u00e9mon. (Don't apply Weakness and Resistance to Benched Pok\u00e9mon.)",""
Colorless,"['Colorless']","Miraculous Light","Remove 1 damage counter from each of your Pok\u00e9mon (including Latias Star).","10"
Colorless,"['Water', 'Psychic', 'Fire']","Shooting Star","If the Defending Pok\u00e9mon is Pok\u00e9mon-ex, discard all Energy cards attached to Latias Star and this attack does 50 damage plus 100 more damage.","50+"
Colorless,"['Colorless']","Fake Tears","Flip a coin. If heads, your opponent can't play any Trainer cards from his or her hand during your opponent's next turn, and any damage done to Teddiursa by attacks is reduced by 30 (after applying weakness and resistance).",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","Delta Circle","Does 20 damage plus 10 more damage for each Pok\u00e9mon you have in play that has \u03b4 on its card.","20+"
Colorless,"['Colorless']","Clutch","The Defending Pok\u00e9mon can't retreat until the end of your opponent's next turn.","10"
Colorless,"['Colorless', 'Colorless']","Quick Dive","Flip a coin. If heads, choose 1 of your opponent's Pok\u00e9mon. This attack does 50 damage to that Pok\u00e9mon. This attack's damage isn't affected by Weakness or Resistance.",""
Colorless,"['Colorless']","Healing Milk","Flip 2 coins. For each heads, remove 2 damage counters from 1 of your Pok\u00e9mon.",""
Colorless,"['Colorless', 'Colorless']","Body Slam","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Colorless,"['Colorless']","Confuse Ray","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused.",""
Colorless,"['Colorless', 'Colorless']","Peck","","20"
Colorless,"['Colorless', 'Colorless']","Ice Beam","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Surge","If Dewgong has at least 2 Water Energy attached to it, this attack does 40 damage plus 20 more damage.","40+"
Colorless,"['Colorless']","Charm","During your opponent's next turn, any damage done by attacks from the Defending Pok\u00e9mon is reduced by 20 (before applying Weakness and Resistance).",""
Colorless,"['Colorless', 'Colorless']","Tail Smack","","20"
Colorless,"['Colorless', 'Colorless']","Thundershock","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Colorless,"['Free']","Delivery","Put any 1 card from your discard pile into your hand.",""
Colorless,"['Colorless']","Splash","","10"
Colorless,"['Colorless', 'Colorless']","Jump Kick","Does 10 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","10"
Colorless,"['Colorless', 'Colorless']","3-D Attack","Flip 3 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Colorless,"['Colorless', 'Colorless']","Wing Attack","","30"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Repeating Drill","Flip 5 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Colorless,"['Colorless']","Gust","","10"
Colorless,"['Colorless', 'Colorless']","Quick Attack","Flip a coin. If heads, this attack does 10 damage plus 20 more damage.","10+"
Colorless,"['Colorless']","Balloon Barrage","This attack does 20 damage times the amount of Energy attached to this Pok\u00e9mon.","20\u00d7"
Colorless,"['Fairy', 'Fairy', 'Colorless']","Double-Edge","This Pok\u00e9mon does 10 damage to itself.","90"
Colorless,"['Colorless']","Collect","Draw 3 cards.",""
Colorless,"['Colorless', 'Colorless']","Body Slam","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","30"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Hyper Voice","","50"
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless', 'Colorless']","Mega Throw","If the Defending Pok\u00e9mon is Pok\u00e9mon-ex, this attack does 60 damage plus 40 more damage.","60+"
Colorless,"['Fairy', 'Colorless']","Massage","Heal 60 damage from 1 of your Benched Pok\u00e9mon.",""
Colorless,"['Fairy', 'Colorless', 'Colorless']","Slap Down","Flip 2 coins. This attack does 20 more damage for each heads.","40+"
Colorless,"['Fairy', 'Fairy', 'Colorless']","Fairy Wind","","60"
Colorless,"['Fairy']","Geomancy","Choose 2 of your Benched Pok\u00e9mon. For each of those Pok\u00e9mon, search your deck for a Fairy Energy card and attach it to that Pok\u00e9mon. Shuffle your deck afterward.",""
Colorless,"['Fairy', 'Fairy', 'Colorless']","Rainbow Spear","Discard an Energy attached to this Pok\u00e9mon.","100"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Moon Impact","","50"
Colorless,"['Colorless']","Take Down","This Pok\u00e9mon does 10 damage to itself.","30"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Seething Anger","Flip a coin for each damage counter on this Pok\u00e9mon. This attack does 30 damage times the number of heads.","30\u00d7"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Wing Attack","","60"
Colorless,"['Colorless']","Energy Salon","Search your deck for up to 3 different types of basic Energy cards, reveal them, and put them into your hand. Shuffle your deck afterward.",""
Colorless,"['Colorless', 'Colorless']","Fake Out","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.","30"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Texture Magic","You may change Cool Porygon's Resistance to a type of your choice other than Colorless. If the Defending Pok\u00e9mon has a Weakness, you may change it to a type of your choice other than Colorless. (Benching either Pok\u00e9mon ends the effect on that Pok\u00e9mon.)",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","3-D Attack","Flip 3 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Colorless,"['Colorless']","Tail Whip","Flip a coin. If heads, the Defending Pok\u00e9mon can't attack during your opponent's next turn.",""
Colorless,"['Colorless', 'Colorless']","Tackle","","20"
Colorless,"['Colorless']","Fury Attack","Flip 3 coins. This attack does 10 damage times the number of heads.","10\u00d7"
Colorless,"['Colorless']","Reckless Charge","This Pok\u00e9mon does 10 damage to itself.","20"
Colorless,"['Colorless']","Raging Pecks","Flip 3 coins. This attack does 30 damage times the number of heads. This Pok\u00e9mon is now Confused.","30\u00d7"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Drill Peck","","60"
Colorless,"['Colorless']","Sweet Kiss","Your opponent draws a card.","30"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Destructive Sound","Your opponent reveals his or her hand. Discard all Item cards you find there.",""
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Round","Does 50 damage times the number of your Pok\u00e9mon that have the Round attack.","50\u00d7"
Colorless,"['Fairy', 'Colorless', 'Colorless']","Break Through","This attack does 30 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","60"
Colorless,"['Fairy', 'Fairy', 'Colorless', 'Colorless']","X Blast","This Pok\u00e9mon can't use X Blast during your next turn.","140"
Colorless,"['Colorless']","Confront","","20"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Cross Chop","Flip a coin. If heads, this attack does 50 damage plus 30 more damage.","50+"
Colorless,"['Colorless']","Body Slam","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Colorless,"['Colorless', 'Colorless']","Claw Swipe","","30"
Colorless,"['Colorless']","Razor Wind","Flip a coin. If tails, this attack does nothing.","10"
Colorless,"['Colorless']","Tackle","","10"
Colorless,"['Colorless', 'Colorless']","Rollout","","20"
Colorless,"['Colorless', 'Colorless']","Smash Kick","","20"
Colorless,"['Colorless', 'Colorless']","Crimson Bull","Flip 3 coins. This attack does 30 damage times the number of heads. Tauros is now Confused.","30\u00d7"
Colorless,"['Colorless']","Tackle","","10"
Colorless,"['Colorless', 'Colorless']","Bite","","20"
Colorless,"['Colorless']","Hyper Fang","Flip a coin. If tails, this attack does nothing.","30"
Colorless,"['Colorless']","Sharpen","","10"
Colorless,"['Colorless', 'Colorless']","Recover","Discard an Energy attached to Porygon and remove 4 damage counters from Porygon.",""
Colorless,"['Fire', 'Water', 'Colorless']","Dragon Flame","You may discard an Energy card attached to Salamence. If you do, this attack does 40 damage plus 20 more damage.","40+"
Colorless,"['Colorless']","Wing Flick","Your opponent switches the Defending Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.","10"
Colorless,"['Fire', 'Water', 'Colorless']","Shoot Through","Does 20 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","50"
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Dragon Claw","","70"
Colorless,"['Colorless']","Spearhead","Draw a card.",""
Colorless,"['Colorless', 'Colorless']","Nosedive","Farfetch'd does 10 damage to itself.","30"
Colorless,"['Colorless']","Pound","","10"
Colorless,"['Colorless', 'Colorless']","Aurora Beam","","20"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Body Slam","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Double Stomp","Flip 2 coins. This attack does 50 damage plus 20 more damage for each heads.","50+"
Colorless,"['Grass', 'Colorless']","Dive","","20"
Colorless,"['Lightning', 'Colorless', 'Colorless']","Quick Turn","Flip 2 coins. This attack does 40 damage times the number of heads.","40\u00d7"
Colorless,"['Colorless']","Collect","Draw a card.",""
Colorless,"['Colorless', 'Colorless']","Cat Kick","","20"
Colorless,"['Water']","Lullaby","The Defending Pok\u00e9mon is now Asleep.","10"
Colorless,"['Lightning']","Stifling Fluff","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Colorless,"['Colorless', 'Colorless']","Agility","Flip a coin. If heads, prevent all effects of an attack, including damage, done to Salamence during your opponent's next turn.","20"
Colorless,"['Fire', 'Water', 'Colorless', 'Colorless']","Dragon Claw","","60"
Colorless,"['Colorless']","Tackle","","10"
Colorless,"['Fairy', 'Colorless']","Rollout","","20"
Colorless,"['Lightning', 'Colorless']","Dazzle Blast","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused.","20"
Colorless,"['Water', 'Colorless', 'Colorless']","Healing Wave","Remove 1 damage counter from each of your Active Pok\u00e9mon.","30"
Colorless,"['Colorless']","Collapse","Snorlax is now asleep.","10"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Toss and Turn","If Snorlax is Asleep, this attack does 30 damage plus 30 more damage. (This attack can be used even if Snorlax is Asleep.)","30+"
Colorless,"['Grass', 'Lightning', 'Colorless']","Air Slash","Flip a coin. If tails, discard an Energy card attached to Flygon.","60"
Colorless,"['Colorless']","Sing","The Defending Pok\u00e9mon is now Asleep.",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","Egg Surprise","Flip a coin. If heads, Chansey does 50 damage to the Defending Pok\u00e9mon. If tails, remove 5 damage counters from Chansey. (All if there are less than 5.)",""
Colorless,"['Colorless']","Wake-up Punch","If Vigoroth evolved from Slakoth during this turn and Slakoth was Asleep, this attack's base damage is 60 instead of 10.","10"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Fury Swipes","Flip 3 coins. This attack does 30 damage times the number of heads.","30\u00d7"
Colorless,"['Colorless', 'Colorless']","Tackle","","30"
Colorless,"['Water']","Paralyzing Gaze","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.",""
Colorless,"['Fire', 'Colorless']","Combustion","","20"
Colorless,"['Colorless']","Replace","Move as many Energy attached to your Pok\u00e9mon to your other Pok\u00e9mon in any way you like.",""
Colorless,"['Colorless', 'Colorless']","Play Rough","Flip a coin. If heads, this attack does 30 more damage.","30+"
Colorless,"['Colorless', 'Colorless']","Shot Air","Does 20 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","10"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Drill Peck","","50"
Colorless,"['Colorless', 'Colorless']","Razor Wing","","20"
Colorless,"['Colorless']","Roost","Remove 4 damage counters from Spearow. Spearow can't retreat during your next turn.",""
Colorless,"['Colorless']","Flap","","10"
Colorless,"['Colorless']","Recruit","Look at your opponent's hand, choose a Supporter card you find there, and discard it. Then, use the effect of that card as the effect of this attack.",""
Colorless,"['Colorless']","Extend Fang","If Raticate has a Pok\u00e9mon Tool card attached to it, this attack does 20 damage plus 40 more damage.","20+"
Colorless,"['Colorless']","Drowsy","Both Slakoth and the Defending Pok\u00e9mon are now Asleep.",""
Colorless,"['Colorless']","Take Down","Teddiursa does 10 damage to itself.","20"
Colorless,"['Colorless']","Data Retrieval","If you have less than 4 cards in your hand, draw cards until you have 4 cards in your hand.",""
Colorless,"['Colorless', 'Colorless']","Confuse Ray","The Defending Pok\u00e9mon is now Confused.","10"
Colorless,"['Colorless']","Flap","","20"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Wing Attack","","60"
Colorless,"['Fairy', 'Colorless']","Ruckus","Flip a coin. If tails, this attack does nothing.","50"
Colorless,"['Colorless']","Metronome","Choose 1 of the Defending Pok\u00e9mon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pok\u00e9mon is, Clefable's type is still Colorless.)",""
Colorless,"['Colorless', 'Colorless']","Minimize","All damage done by attacks to Clefable during your opponent's next turn is reduce by 20 (after applying Weakness and Resistance).",""
Colorless,"['Colorless']","Bind Wound","Heal 20 damage from 1 of your Pok\u00e9mon.",""
Colorless,"['Colorless']","Glide","","20"
Colorless,"['Colorless', 'Colorless']","Quick Attack","Flip a coin. If heads, this attack does 30 more damage.","30+"
Colorless,"['Colorless']","Peck","","10"
Colorless,"['Colorless', 'Colorless']","Wake-up Beam","Remove all Special Conditions from the Defending Pok\u00e9mon.","40"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Drain Slap","Heal 30 damage from this Pok\u00e9mon.","60"
Colorless,"['Colorless']","Slash","","30"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Fury Attack","Flip 3 coins. This attack does 50 damage times the number of heads.","50\u00d7"
Colorless,"['Fairy', 'Colorless', 'Colorless']","Break Through","This attack does 30 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","60"
Colorless,"['Fairy', 'Fairy', 'Colorless', 'Colorless']","X Blast","This Pok\u00e9mon can't use X Blast during your next turn.","140"
Colorless,"['Colorless']","Scrunch","Flip a coin. If heads, prevent all damage done to Shelgon by attacks during your opponent's next turn.",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","Dragon Bump","If Shelgon has any basic Fire Energy and any basic Water Energy attached to it, this attack does 40 damage plus 20 more damage.","40+"
Colorless,"['Colorless']","Glare","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.",""
Colorless,"['Colorless', 'Colorless']","Second Bite","This attack does 10 more damage for each damage counter on your opponent's Active Pok\u00e9mon.","10+"
Colorless,"['Colorless', 'Colorless']","Double Headbutt","Flip 2 coins. This attack does 30 damage times the number of heads.","30\u00d7"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Hypno Headbutt","You may do 30 more damage. If you do, this Pok\u00e9mon is now Asleep.","60+"
Colorless,"['Colorless', 'Colorless']","Pickup","Put 2 Item cards from your discard pile into your hand.",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","Dig","Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pok\u00e9mon during your opponent's next turn.","50"
Colorless,"['Colorless']","Smash Kick","","10"
Colorless,"['Fire', 'Colorless']","Super Singe","Flip a coin. If heads, the Defending Pok\u00e9mon is now Burned.","20"
Colorless,"['Colorless']","Bunny Hop","Choose 1 of your opponent's Pok\u00e9mon that doesn't have any damage counters on it. This attack does 20 damage to that Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","Amnesia","Choose 1 of the Defending Pok\u00e9mon's attacks. That Pok\u00e9mon can't use that attack during your opponent's next turn.","40"
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Tumbling Tackle","Both this Pok\u00e9mon and the Defending Pok\u00e9mon are now Asleep.","60"
Colorless,"['Colorless']","Collect","Draw a card.",""
Colorless,"['Colorless']","Scratch","","10"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Gold Breaker","If the Defending Pok\u00e9mon is a Pok\u00e9mon-EX, this attack does 60 more damage.","60+"
Colorless,"['Colorless']","Lazy Punch","Slakoth can't attack during your next turn.","10"
Colorless,"['Colorless']","Push Down","Your opponent switches the Defending Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.","10"
Colorless,"['Colorless', 'Colorless']","Fake Out","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Colorless,"['Colorless', 'Colorless']","Pay Day","Flip a coin. If heads, draw a card.","10"
Colorless,"['Colorless']","Fetch","Draw a card.",""
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Comet Punch","Flip 4 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Colorless,"['Colorless']","Double Draw","Draw 2 cards.",""
Colorless,"['Colorless']","Dig","Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pok\u00e9mon during your opponent's next turn.","10"
Colorless,"['Colorless']","Lunge","Flip a coin. If tails, this attack does nothing.","30"
Colorless,"['Colorless']","Healing Melody","Flip a coin. If heads, heal 60 damage from each of your Pok\u00e9mon.",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","Kick Away","Your opponent switches the Defending Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.","60"
Colorless,"['Colorless']","Gnaw","","10"
Colorless,"['Colorless', 'Colorless']","Body Slam","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Colorless,"['Colorless']","Call for Family","Search your deck for a Basic Pok\u00e9mon and put it onto your Bench. Shuffle your deck afterward.",""
Colorless,"['Colorless', 'Colorless']","Rear Kick","","20"
Colorless,"['Colorless', 'Colorless']","Smash Kick","","30"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Smash Turn","After your attack, you may switch Dodrio with 1 of your Benched Pok\u00e9mon.","40"
Colorless,"['Colorless']","Pickup Power","Search your discard pile for an Energy card, show it to your opponent, and put it into your hand.",""
Colorless,"['Colorless']","Bite","","10"
Colorless,"['Colorless']","Peck","","10"
Colorless,"['Colorless', 'Colorless']","Claw","Flip a coin. If tails, this attack does nothing.","30"
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Plasma Gale","Discard a Plasma Energy attached to this Pok\u00e9mon. If you can't discard a Plasma Energy, this attack does nothing.","120"
Colorless,"['Colorless']","Metronome","Choose 1 of the Defending Pok\u00e9mon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pok\u00e9mon is, Clefable's type is still Colorless.)",""
Colorless,"['Colorless', 'Colorless']","Minimize","All damage done by attacks to Clefable during your opponent's next turn is reduce by 20 (after applying Weakness and Resistance).",""
Colorless,"['Colorless']","Tail Code","Move an Energy card attached to the Defending Pok\u00e9mon to another of your opponent's Pok\u00e9mon.",""
Colorless,"['Colorless', 'Colorless']","Tail Smash","Flip a coin. If tails, this attack does nothing.","30"
Colorless,"['Colorless']","Fetch","Draw a card.",""
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Comet Punch","Flip 4 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Body Slam","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","30"
Colorless,"['Colorless']","Razor Leaf","","10"
Colorless,"['Colorless', 'Colorless']","Triple Slap","Flip 3 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Colorless,"['Colorless']","Scratch","","10"
Colorless,"['Colorless', 'Colorless']","Tail Smack","","20"
Colorless,"['Colorless', 'Colorless']","Second Bite","Does 10 more damage for each damage counter on the Defending Pok\u00e9mon.","20+"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Low Kick","","60"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Agility","Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Fearow.","20"
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Drill Peck","","40"
Colorless,"['Colorless', 'Colorless']","Scratch","","20"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Pounce","If the Defending Pok\u00e9mon attacks Persian during your opponent's next turn, any damage done by the attack is reduce by 10 (after applying Weakness and Resistance). (Benching either Pok\u00e9mon ends this effect.)","30"
