type,cost,name,text,damage
Psychic,"['Psychic', 'Colorless', 'Colorless']","Pester","If the Defending Pok\u00e9mon is affected by a Special Condition, this attack does 50 damage plus 30 more damage.","50+"
Psychic,"['Colorless', 'Colorless']","Brilliant Voice","Flip a coin. If heads, the Defending Pok\u00e9mon is now Asleep. If tails, the Defending Pok\u00e9mon is now Confused.","20"
Psychic,"['Psychic', 'Psychic', 'Psychic']","Round","Does 30 damage times the number of your Pok\u00e9mon that have the Round attack.","30\u00d7"
Psychic,"['Psychic', 'Colorless', 'Colorless']","Psychic Burst","You may discard 2 Energy attached to Deoxys ex. If you do, this attack does 50 damage plus 20 more damage for each Energy attached to the Defending Pok\u00e9mon.","50+"
Psychic,"['Colorless']","Hidden Power","","10"
Psychic,"['Psychic']","Energy Loop","Return a Energy card attached to Sabrina's Abra to your hand in order to use this attack.","20"
Psychic,"['Psychic']","Hidden Power","","10"
Psychic,"['Colorless']","Minimize","During your opponent's next turn, any damage done to Drifloon by attacks is reduced by 20 (after applying Weakness and Resistance).",""
Psychic,"['Colorless']","Pull","Flip a coin. If heads, switch the Defending Pok\u00e9mon with 1 of your opponent's Benched Pok\u00e9mon.",""
Psychic,"['Colorless']","Double Slap","Flip 2 coins. This attack does 10 damage times the number of heads.","10\u00d7"
Psychic,"['Darkness', 'Colorless']","Feint Attack","Choose 1 of your opponent's Pok\u00e9mon. This attack does 20 damage to that Pok\u00e9mon. This attack's damage isn't affected by Weakness, Resistance, Pok\u00e9-Powers, Pok\u00e9-Bodies, or any other effects on that Pok\u00e9mon.",""
Psychic,"['Colorless']","Scratch","","10"
Psychic,"['Darkness', 'Colorless']","Severe Gas","The Defending Pok\u00e9mon is now Poisoned.","10"
Psychic,"['Psychic']","Sleep Poison","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Asleep and Poisoned.",""
Psychic,"['Psychic', 'Colorless']","Link Blast","If Deoxys and the Defending Pok\u00e9mon have a different amount of Energy attached to them, this attack's base damage is 20 instead of 40.","40"
Psychic,"['Psychic', 'Colorless']","Psychic Boom","Does 20 damage plus 10 more damage for each Energy attached to the Defending Pok\u00e9mon.","20+"
Psychic,"['Psychic', 'Colorless', 'Colorless']","Mind Trip","If Grumpig and the Defending Pok\u00e9mon have the same amount of Energy attached to them, the Defending Pok\u00e9mon is now Confused.","50"
Psychic,"['Psychic']","Sticky Liquid","During your opponent's next turn, the Defending Pok\u00e9mon's Retreat Cost is Colorless more.",""
Psychic,"['Colorless', 'Colorless']","Sludge Toss","","20"
Psychic,"['Psychic', 'Colorless']","Teleportation Burst","You may switch Mesprit with 1 of your Benched Pok\u00e9mon.","30"
Psychic,"['Psychic', 'Colorless', 'Colorless']","Pester","If your opponent's Active Pok\u00e9mon is affected by a Special Condition, this attack does 60 more damage.","60\uff0b"
Psychic,"['Darkness', 'Colorless']","Sharp Fang","","30"
Psychic,"['Darkness']","Astonish","Flip a coin. If heads, choose 1 card from your opponent's hand without looking. Look at that card you chose, then have your opponent shuffle that card into his or her deck.","10"
Psychic,"['Colorless']","Roar","Your opponent switches his or her Active Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.",""
Psychic,"['Water', 'Colorless']","Bite","","20"
Psychic,"['Colorless']","Glide","","10"
Psychic,"['Darkness', 'Colorless', 'Colorless']","Dark Cutter","","30"
Psychic,"['Free']","Limbo Limbo","Search your deck for up to 2 basic Energy cards and attach them to your Pok\u00e9mon in any way you like. Then, shuffle your deck.",""
Psychic,"['Colorless', 'Colorless']","Alolan Club","This attack does 20 damage for each of your Pok\u00e9mon in play that has Alolan in its name.","20\u00d7"
Psychic,"['Colorless']","Strange Wave","Search your deck for up to 3 in any combination of Water and Psychic Energy cards and attach them to 1 of your Benched Pok\u00e9mon. Then, shuffle your deck.","40"
Psychic,"['Colorless']","Infiltrate","Your opponent reveals his or her hand.",""
Psychic,"['Fighting', 'Colorless']","Bite","","20"
Psychic,"['Water', 'Colorless']","Teampact","Flip a coin for each Team Aqua Pok\u00e9mon you have in play. This attack does 30 damage times the number of heads.","30\u00d7"
Psychic,"['Water', 'Water', 'Colorless']","Crunch","Flip a coin. If heads, discard an Energy attached to your opponent's Active Pok\u00e9mon.","80"
Psychic,"['Colorless']","Fury Swipes","Flip 3 coins. This attack does 10 damage times the number of heads.","10\u00d7"
Psychic,"['Darkness', 'Darkness']","Beat Up","Flip a coin for each of your Pok\u00e9mon in play. This attack does 20 damage times the number of heads.","20\u00d7"
Psychic,"['Fighting', 'Colorless']","Bite","","30"
Psychic,"['Fighting', 'Fighting', 'Colorless']","Hostile Fang","If your opponent's Active Pok\u00e9mon is a Team Aqua Pok\u00e9mon, this attack does 40 more damage.","80\uff0b"
Psychic,"['Psychic']","Avenge","Count the number of your Pok\u00e9mon that have any damage counters on them. Put that many damage counters on the Defending Pok\u00e9mon.",""
Psychic,"['Psychic', 'Psychic', 'Colorless']","Psywave","Does 30 damage plus 20 more damage for each Energy attached to the Defending Pok\u00e9mon.","30+"
Psychic,"['Colorless', 'Colorless']","Trick Tail","Search your discard pile for an Energy card and attach it to 1 of your Pok\u00e9mon.","30"
Psychic,"['Colorless']","Hop","","10"
Psychic,"['Psychic', 'Colorless']","Psybeam","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused.","10"
Psychic,"['Darkness', 'Darkness', 'Colorless']","Spirit Dance","Flip 2 coins. This attack does 50 damage plus 20 more damage for each heads.","50+"
Psychic,"['Psychic', 'Colorless', 'Colorless']","Super Psy Bolt","","60"
Psychic,"['Psychic', 'Colorless', 'Colorless']","Burning Ball","If Typhlosion has at least 2 Fire Energy attached to it, the Defending Pok\u00e9mon is now Burned.","60"
Psychic,"['Colorless']","Life Drain","Flip a coin. If heads, put damage counters on the Defending Pok\u00e9mon until it is 10 HP away from being Knocked Out.",""
Psychic,"['Psychic', 'Psychic', 'Colorless']","Shadow Dance","Put 4 damage counters on your opponent's Pok\u00e9mon in any way you like. Then, switch Gengar with 1 of your Benched Pok\u00e9mon.",""
Psychic,"['Colorless', 'Colorless']","Snap Tail","Choose 1 of your opponent's Pok\u00e9mon. This attack does 30 damage to that Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Psychic,"['Psychic', 'Colorless', 'Colorless']","Psyloop","Does 60 damage plus 30 more damage for each Trainer card your opponent has in play.","60+"
Psychic,"['Colorless', 'Colorless']","Headbutt","","20"
Psychic,"['Colorless']","Pound","","10"
Psychic,"['Psychic']","Shining Claws","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused.","10"
Psychic,"['Colorless']","Soothing Wave","Flip a coin. If heads, each Defending Pok\u00e9mon is now Asleep.","10"
Psychic,"['Colorless', 'Colorless']","Psy Bolt","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.","20"
Psychic,"['Colorless']","Lap Up","Draw 2 cards.",""
Psychic,"['Psychic']","Delta Mind","Put 1 damage counter on 1 of your opponent's Pok\u00e9mon. If that Pok\u00e9mon has \u03b4 on its card, put 3 damage counters instead.",""
Psychic,"['Colorless']","Odor Sleuth","Flip a coin. If heads, put a card from your discard pile into your hand.",""
Psychic,"['Psychic']","Psyshot","","10"
Psychic,"['Colorless']","Hypnosis","The Defending Pok\u00e9mon is now Asleep.",""
Psychic,"['Psychic']","Psychic Boom","Does 10 damage times the amount of Energy attached to the Defending Pok\u00e9mon.","10\u00d7"
Psychic,"['Colorless']","Hypnotic Gaze","The Defending Pok\u00e9mon is now Asleep.",""
Psychic,"['Psychic', 'Colorless']","Will-o'-the-wisp","","20"
Psychic,"['Darkness', 'Colorless', 'Colorless']","Evoblast","Does 50 damage plus 10 more damage for each of your Pok\u00e9mon in play that evolves from Eevee.","50+"
Psychic,"['Colorless', 'Colorless', 'Colorless']","Toxic Claws","The Defending Pok\u00e9mon is now Poisoned. Put 2 damage counters instead of 1 on the Defending Pok\u00e9mon between turns.","20"
Psychic,"['Colorless', 'Colorless']","Pulse Blast","","60"
Psychic,"['Psychic', 'Psychic', 'Psychic']","Double Leg Hammer","Choose 2 of your opponent's Benched Pok\u00e9mon. This attack does 40 damage to each of them. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Psychic,"['Colorless']","Gastro Acid","The Defending Pok\u00e9mon has no Abilities until the end of your next turn.","20"
Psychic,"['Psychic', 'Colorless', 'Colorless']","Poison Jab","Your opponent's Active Pok\u00e9mon is now Poisoned.","50"
Psychic,"['Psychic', 'Colorless', 'Colorless']","Tree Slam","This attack does 20 damage to 2 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","60"
Psychic,"['Psychic', 'Colorless']","Hidden Power","Switch 1 of your opponent's Benched Pok\u00e9mon with 1 of the Defending Pok\u00e9mon. Your opponent chooses the Defending Pok\u00e9mon to switch. The new Defending Pok\u00e9mon is now Burned and Confused.",
Psychic,"['Colorless', 'Colorless']","Crunch","Flip a coin. If heads, discard an Energy attached to your opponent's Active Pok\u00e9mon.","20"
Psychic,"['Darkness', 'Darkness', 'Colorless']","Darkness Fang","","60"
Psychic,"['Colorless']","Pound","","10"
Psychic,"['Psychic', 'Psychic', 'Colorless']","Sludge Bomb","","40"
Psychic,"['Psychic']","Hidden Power","Search your deck for a card that evolves from 1 of your Pok\u00e9mon and put it on that Pok\u00e9mon. (This counts as evolving that Pok\u00e9mon.) If you do, put 1 damage counter on Unown. Shuffle your deck afterward.",
Psychic,"['Darkness', 'Colorless', 'Colorless']","Bother","Flip a coin. If heads, your opponent can't play any Supporter cards from his or her hand during his or her next turn.","50"
Psychic,"['Darkness', 'Darkness', 'Colorless', 'Colorless']","Knock Back","Your opponent switches his or her Active Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.","80"
Psychic,"['Psychic', 'Colorless']","Hidden Power","Return Unown and all Energy cards attached to it to your hand.",20
Psychic,"['Colorless']","Tackle","","10"
Psychic,"['Darkness', 'Colorless']","Puncture","This attack's damage isn't affected by Resistance.","20"
Psychic,"['Colorless']","Mental Panic","If the Defending Pok\u00e9mon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.","30"
Psychic,"['Darkness', 'Darkness', 'Colorless']","Puncture","This attack's damage isn't affected by Resistance.","70"
Psychic,"['Darkness']","Oblivion Wing","Attach a Darkness Energy card from your discard pile to 1 of your Benched Pok\u00e9mon.","30"
Psychic,"['Darkness', 'Darkness', 'Colorless']","Darkness Blade","Flip a coin. If tails, this Pok\u00e9mon can't attack during your next turn.","100"
Psychic,"['Darkness', 'Colorless']","Evil Ball","This attack does 20 more damage times the amount of Energy attached to both Active Pok\u00e9mon.","20+"
Psychic,"['Darkness', 'Colorless', 'Colorless']","Y Cyclone","Move an Energy from this Pok\u00e9mon to 1 of your Benched Pok\u00e9mon.","90"
Psychic,"['Colorless', 'Colorless']","Hidden Power","Put 1 damage counter on each of your opponent's Pok\u00e9mon that already has damage counters on it.",
Psychic,"['Colorless']","Spiral Drain","Heal 10 damage from this Pok\u00e9mon.","10"
Psychic,"['Psychic', 'Psychic']","Hidden Power","If the Defending Pok\u00e9mon has a Pok\u00e9-Power or a Pok\u00e9-Body, choose up to 2 basic Energy cards attached to 1 of your opponent's Pok\u00e9mon and attach them to the Defending Pok\u00e9mon.",
Psychic,"['Psychic', 'Colorless']","Hidden Power","Flip a coin until you get tails. This attack does 20 damage times the number of heads.","20\u00d7"
Psychic,"['Colorless']","Slap","","10"
Psychic,"['Psychic', 'Colorless']","Teleportation Burst","Switch Ralts with 1 of your Benched Pok\u00e9mon.","20"
Psychic,"['Darkness', 'Colorless']","Evil Ball","This attack does 20 more damage times the amount of Energy attached to both Active Pok\u00e9mon.","20+"
Psychic,"['Darkness', 'Colorless', 'Colorless']","Y Cyclone","Move an Energy from this Pok\u00e9mon to 1 of your Benched Pok\u00e9mon.","90"
Psychic,"['Psychic']","Psyshock","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Psychic,"['Colorless', 'Colorless', 'Colorless']","Teleport Blast","After your attack, you may switch Grumpig with 1 of your Benched Pok\u00e9mon.","40"
Psychic,"['Darkness', 'Colorless']","Rotating Claws","You may discard an Energy card attached to Charizard Star. If you do, search your discard pile for an Energy card (excluding the one you discarded) and attach it to Charizard Star.","20"
Psychic,"['Darkness', 'Darkness', 'Darkness', 'Darkness', 'Colorless']","Dark Swirl","Discard all Energy cards attached to Charizard Star and discard the top 3 cards from your opponent's deck.","150"
Psychic,"['Darkness']","Fin Smack","Flip 2 coins. This attack does 10 damage times the number of heads.","10\u00d7"
Psychic,"['Psychic', 'Colorless']","Breakdown","For each card in your opponent's hand, put 1 damage counter on their Active Pok\u00e9mon.",""
Psychic,"['Colorless']","Life Trick-GX","Heal all damage from this Pok\u00e9mon. (You can't use more than 1 GX attack in a game.)",""
Psychic,"['Colorless']","Friend Search","Look at the top 5 cards of your deck, choose 1 Pok\u00e9mon you find there, show it to your opponent, and put it into your hand. Shuffle the other cards back into your deck.",""
Psychic,"['Psychic', 'Colorless']","Double Kick","Flip 2 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Psychic,"['Colorless', 'Colorless']","Lunge","Flip a coin. If tails, this attack does nothing.","30"
Psychic,"['Colorless']","Dazzle Dance","Your opponent's Active Pok\u00e9mon is now Confused.",""
Psychic,"['Psychic', 'Colorless']","Mysterious Dance","For each of your opponent's Benched Pok\u00e9mon, put 1 damage counter on your opponent's Pok\u00e9mon in any way you like.",""
Psychic,"['Colorless']","Synchronized Search","If Girafarig and the Defending Pok\u00e9mon have the same amount of Energy attached to them, pick any 1 card from your deck and put it into your hand. Shuffle your deck afterward.",""
Psychic,"['Psychic', 'Colorless']","Breaking Impact","Choose 1 of your opponent's Pok\u00e9mon. This attack does 10 damage for each Colorless Energy in that Pok\u00e9mon's Retreat Cost to that Pok\u00e9mon (after applying effects to the Retreat Cost). (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)\"",""
Psychic,"['Colorless']","Mumble","","10"
Psychic,"['Colorless', 'Colorless']","Paralyzing Clamp","Flip a coin. If tails, this attack does nothing. If heads, the Defending Pok\u00e9mon is now Paralyzed.","30"
Psychic,"['Darkness', 'Colorless']","Confuse Ray","Flip a coin. If heads, the Defending Pok\u00e9mon is Confused.","20"
Psychic,"['Psychic', 'Colorless']","Psy Bolt","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.","20"
Psychic,"['Darkness', 'Colorless']","Rage","Does 10 damage plus 10 more damage for each damage counter on Nidorino.","10+"
Psychic,"['Colorless', 'Colorless', 'Colorless']","Horn Drill","","30"
Psychic,"['Colorless']","Peck","","10"
Psychic,"['Darkness']","Poison Horn","Flip a coin. If heads, the Defending Pok\u00e9mon is now Poisoned.",""
Psychic,"['Colorless']","Nap","Heal 20 damage from this Pok\u00e9mon.",""
Psychic,"['Psychic']","Damage Roller","Put damage counters on the Defending Pok\u00e9mon until the Defending Pok\u00e9mon has the same remaining HP as Swalot. (If the Defending Pok\u00e9mon has the same or less remaining HP as Swalot, this attack does nothing.)",""
Psychic,"['Psychic', 'Psychic', 'Colorless']","Entangle Tackle","You may do 50 damage plus 30 more damage. If you do, this attack does 30 damage to 1 of your Pok\u00e9mon, and don't apply Weakness and Resistance to this damage.","50+"
Psychic,"['Psychic']","Shining Eyes","Put 2 damage counters on each of your opponent's Pok\u00e9mon that has any damage counters on it.",""
Psychic,"['Psychic', 'Colorless', 'Colorless']","Mind Bend","Your opponent's Active Pok\u00e9mon is now Confused.","30"
Psychic,"['Colorless']","Psychic Exchange","Shuffle your hand into your deck. Draw up to 8 cards.",""
Psychic,"['Psychic', 'Colorless']","Big Eggsplosion","Flip a coin for each Energy attached to Exeggutor. This attack does 40 damage times the number of heads","40\u00d7"
Psychic,"['Colorless']","Hyperspace Punch","This attack does 20 damage to 2 of your opponent's Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Psychic,"['Psychic', 'Psychic', 'Psychic']","Pitfall","This Pok\u00e9mon can't use Pitfall during your next turn.","130"
Psychic,"['Colorless']","Roar","Your opponent switches the Defending Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.",""
Psychic,"['Colorless', 'Colorless']","Bite","","20"
Psychic,"['Colorless']","Confusion Wave","Both Slowpoke and the Defending Pok\u00e9mon are now Confused.",""
Psychic,"['Colorless']","Peck","","10"
Psychic,"['Psychic']","Teleport","Switch Natu with 1 of your Benched Pok\u00e9mon.",""
Psychic,"['Colorless']","Hidden Power","Look at your opponent's hand and choose 1 card, then have your opponent shuffle that card into his or her deck. Then, show your opponent your hand and he or she chooses 1 card. Shuffle that card into your deck.",""
Psychic,"['Psychic']","Play Search","Look at the top 5 cards of your deck, choose 1 of them, and put it into your hand. Put the 4 other cards back on top of your deck. Shuffle your deck afterward.",""
Psychic,"['Psychic', 'Colorless']","Ultra Evolution","Search your deck for Alakazam and put it onto Abra (this counts as evolving Abra). Shuffle your deck afterward.",""
Psychic,"['Psychic', 'Colorless']","Poison Jab","The Defending Pok\u00e9mon is now Poisoned.","20"
Psychic,"['Colorless']","Ghastly Sound","Flip a coin. If heads, your opponent can't play any Supporter cards from his or her hand during his or her next turn.",""
Psychic,"['Psychic', 'Psychic']","Finger Poke","Flip a coin. If heads, the Defending Pok\u00e9mon is now Poisoned.","20"
Psychic,"['Psychic']","Astonish","Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into his or her deck.",""
Psychic,"['Psychic', 'Colorless', 'Colorless']","Hook","","30"
Psychic,"['Psychic', 'Colorless']","Confuse Ray","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused.","20"
Psychic,"['Colorless']","Double Slap","Flip 2 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Psychic,"['Psychic', 'Colorless']","Psybeam","The Defending Pok\u00e9mon is now Confused.","20"
Psychic,"['Colorless']","Rollout","","10"
Psychic,"['Psychic']","Eerie Voice","Put 2 damage counters on each of your opponent's Pok\u00e9mon.",""
Psychic,"['Psychic', 'Psychic']","Spirit Scream","Put damage counters on both Active Pok\u00e9mon until the remaining HP of each Pok\u00e9mon is 10.",""
Psychic,"['Psychic', 'Colorless', 'Colorless']","Psychic","Does 10 more damage for each Energy attached to the Defending Pok\u00e9mon.","50+"
Psychic,"['Colorless', 'Colorless']","Ram","","20"
Psychic,"['Darkness', 'Darkness', 'Colorless']","Darkness Fang","","50"
Psychic,"['Psychic']","Flail Around","Flip 3 coins. This attack does 10 damage times the number of heads.","10\u00d7"
Psychic,"['Psychic']","Sneaky Placement","Put 1 damage counter on 1 of your opponent's Pok\u00e9mon.",""
Psychic,"['Colorless']","Shadow Steal","Does 50 damage times the number of Special Energy cards in your opponent's discard pile.","50\u00d7"
Psychic,"['Psychic', 'Colorless']","Plentiful Placement","Put 4 damage counters on 1 of your opponent's Pok\u00e9mon.",""
Psychic,"['Colorless', 'Colorless']","Pound","","20"
Psychic,"['Psychic', 'Colorless', 'Colorless']","Poison Gas","The Defending Pok\u00e9mon is now Poisoned.","30"
Psychic,"['Colorless']","Glide","","10"
