type,cost,name,text,damage
Lightning,"['Colorless']","Jolt","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.",""
Lightning,"['Colorless']","Sting Turn","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed and switch Gligar with 1 of your Benched Pok\u00e9mon.",""
Lightning,"['Colorless']","Tail Sting","If the Defending Pok\u00e9mon is Pok\u00e9mon-ex, this attack does 10 damage plus 10 more damage and the Defending Pok\u00e9mon is now Poisoned.","10+"
Lightning,"['Colorless']","Rolling Tackle","","10"
Lightning,"['Lightning', 'Lightning']","Energy Bomb","Take all Energy cards attached to Dark Electrode and attach them to your Benched Pok\u00e9mon (in any way you choose). If you have no Benched Pok\u00e9mon, discard all Energy cards attached to Dark Electrode.","30"
Lightning,"['Lightning', 'Colorless']","Hyper Beam","Flip a coin. If heads, discard an Energy card attached to the Defending Pok\u00e9mon.","20"
Lightning,"['Colorless']","Scratch","","10"
Lightning,"['Lightning', 'Colorless']","Rage","Does 10 damage plus 10 more damage for each damage counter on Totodile.","10+"
Lightning,"['Lightning', 'Colorless']","Lightning Turn","Switch Raikou Star with 1 of your Benched Pok\u00e9mon.","20"
Lightning,"['Lightning', 'Lightning', 'Lightning']","Meta Voltage","If you have less Prize cards left than your opponent, this attack does 40 damage to each of your Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","70"
Lightning,"['Lightning', 'Lightning', 'Lightning', 'Colorless']","Thunder","Flip a coin. If tails, Zapdos does 30 damage to itself.","60"
Lightning,"['Lightning', 'Lightning', 'Lightning', 'Lightning']","Thunderbolt","Discard all Energy cards attached to Zapdos in order to use this attack.","100"
Lightning,"['Colorless']","Nuzzle","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.",""
Lightning,"['Colorless', 'Colorless']","Quick Attack","Flip a coin. If heads, this attack does 10 more damage.","20+"
Lightning,"['Colorless']","Rollout","","10"
Lightning,"['Colorless']","Metal Sound","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused.",""
Lightning,"['Lightning', 'Colorless']","Electro Ball","","20"
Lightning,"['Lightning']","Electro Ball","","10"
Lightning,"['Lightning', 'Colorless']","Knock Away","Flip a coin. If heads, this attack does 20 more damage.","20+"
Lightning,"['Lightning', 'Colorless']","Swift","This attack's damage isn't affected by Weakness, Resistance, Pok\u00e9-Powers, Pok\u00e9-Bodies, or any other effects on the Defending Pok\u00e9mon.","20"
Lightning,"['Lightning', 'Colorless', 'Colorless']","Tail Shock","Does 10 damage to each of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","40"
Lightning,"['Colorless']","Magnetic Switch","Switch Magnemite with 1 of your Benched Pok\u00e9mon.",""
Lightning,"['Lightning', 'Colorless']","Thundershock","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Lightning,"['Lightning', 'Colorless']","Electromark","Put a Shock-wave marker on 1 of your opponent's Pok\u00e9mon.",""
Lightning,"['Lightning', 'Colorless', 'Colorless']","Hyper Claws","If the Defending Pok\u00e9mon is a Stage 2 Evolved Pok\u00e9mon, this attack does 70 damage plus 20 more damage.","70+"
Lightning,"['Lightning', 'Lightning', 'Colorless']","Shock-wave","Choose 1 of your opponent's Pok\u00e9mon that has any Shock-wave markers on it. That Pok\u00e9mon is Knocked Out.",""
Lightning,"['Colorless']","Energy Glide","Search your deck for a Lightning Energy card and attach it to this Pok\u00e9mon. Shuffle your deck afterward. If you attached Energy in this way, switch this Pok\u00e9mon with 1 of your Benched Pok\u00e9mon.",""
Lightning,"['Lightning', 'Colorless', 'Colorless']","Electron Crush","You may discard an Energy attached to this Pok\u00e9mon. If you do, this attack does 30 more damage.","60+"
Lightning,"['Lightning']","Confuse Ray","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused.","20"
Lightning,"['Lightning', 'Colorless', 'Colorless']","Reflect Energy","Move an Energy card attached to Lanturn to 1 of your Benched Pok\u00e9mon.","60"
Lightning,"['Colorless']","Collect","Draw 2 cards.",""
Lightning,"['Lightning']","Thunder Jolt","Flip a coin. If tails, Plusle does 10 damage to itself.","20"
Lightning,"['Colorless', 'Colorless']","Drag Off","Before doing damage, you may choose 1 of your opponent's Benched Pok\u00e9mon and switch it with 1 of the Defending Pok\u00e9mon. Your opponent chooses the Defending Pok\u00e9mon to switch.","20"
Lightning,"['Lightning', 'Lightning', 'Colorless']","Sharp Fang","","60"
Lightning,"['Lightning', 'Colorless']","Thunder Shock","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.","30"
Lightning,"['Lightning']","Flash","If the Defending Pok\u00e9mon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.","30"
Lightning,"['Lightning', 'Colorless', 'Colorless']","Gadget Bolt","If Luxray has a Pok\u00e9mon Tool card attached to it, you may do 100 damage instead of 60 to the Defending Pok\u00e9mon. If you do, discard that Pok\u00e9mon Tool card.","60"
Lightning,"['Lightning']","Stun Needle","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Lightning,"['Lightning']","Spiral Drain","Remove 1 damage counter from Mantine.","10"
Lightning,"['Colorless']","Quick Attack","Flip a coin. If heads, this attack does 10 damage plus 10 more damage.","10+"
Lightning,"['Lightning', 'Colorless', 'Colorless']","Volt Tackle","Pikachu does 10 damage to itself.","50"
Lightning,"['Lightning']","Energy Recall","Attach up to 2 basic Energy cards from your discard pile to Flaaffy.",""
Lightning,"['Lightning', 'Colorless']","Lightning Ball","","30"
Lightning,"['Colorless', 'Colorless']","Slam","Flip 2 coins. This attack does 30 damage times the number of heads.","30\u00d7"
Lightning,"['Lightning', 'Lightning', 'Lightning']","High Volt","If Raichu evolved from Pikachu during this turn, this attack's base damage is 100 instead of 60.",""
Lightning,"['Lightning', 'Colorless']","Special Circuit","Choose 1 of your opponent's Pok\u00e9mon. This attack does 30 damage to that Pok\u00e9mon. If you choose a Pok\u00e9mon that has any Pok\u00e9-Powers or Pok\u00e9-Bodies, this attack does 50 damage instead. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Lightning,"['Lightning', 'Lightning', 'Colorless', 'Colorless']","Sky-high Claws","","70"
Lightning,"['Lightning', 'Colorless']","Gigashock","Does 10 damage to 2 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","30"
Lightning,"['Lightning', 'Colorless']","Lost Burn","Put as many Energy cards attached to your Pok\u00e9mon as you like in the Lost Zone. This attack does 50 damage times the number of Energy cards put in the Lost Zone in this way.","50\u00d7"
Lightning,"['Colorless']","Recharge","Search your deck for up to 2 Lightning Energy cards and attach them to Raichu. Shuffle your deck afterward.",""
Lightning,"['Lightning', 'Lightning', 'Colorless']","Thunder Reflection","You may move any number of Lightning Energy cards attached to Raichu to another of your Pok\u00e9mon.","50"
Lightning,"['Lightning', 'Colorless']","Second Bite","Does 20 damage plus 10 more damage for each damage counter on the Defending Pok\u00e9mon.","20+"
Lightning,"['Lightning', 'Colorless', 'Colorless']","Swift","This attack's damage isn't affected by Weakness, Resistance, Pok\u00e9-Powers, Pok\u00e9-Bodies, or any other effects on the Defending Pok\u00e9mon.","50"
Lightning,"['Lightning']","Electromagnetic Jam","Flip a coin. If heads, your opponent can't attach any Energy cards from his or her hand to the Active Pok\u00e9mon during his or her next turn.","10"
Lightning,"['Lightning', 'Colorless']","BikaBika","Flip a coin. If heads, this attack does 20 damage plus 10 more damage.","20+"
Lightning,"['Free']","Baby Steps","Look at the top 5 cards of your deck, choose 1 of them, and put it into your hand. Shuffle the other cards back into your deck.",""
Lightning,"['Colorless']","Cotton Guard","During your opponent's next turn, any damage done to this Pok\u00e9mon by attacks is reduced by 20 (after applying Weakness and Resistance).",""
Lightning,"['Lightning', 'Colorless']","Thunder Jolt","Flip a coin. If tails, this Pok\u00e9mon does 10 damage to itself.","30"
Lightning,"['Lightning']","Plasma","Flip a coin. If heads, search your discard pile for a Lightning Energy card and attach it to Shinx.","10"
Lightning,"['Colorless']","Flame Charge","Search your deck for a Fire Energy card and attach it to this Pok\u00e9mon. Shuffle your deck afterward.",""
Lightning,"['Lightning', 'Colorless', 'Colorless']","Thunder","Flip a coin. If tails, this Pok\u00e9mon does 30 damage to itself.","90"
Lightning,"['Lightning', 'Colorless', 'Colorless']","Electrobullet","Does 20 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","70"
Lightning,"['Lightning']","Tackle","","10"
Lightning,"['Lightning', 'Colorless']","Quick Attack","Flip a coin. If heads, this attack does 20 more damage.","10+"
Lightning,"['Lightning', 'Colorless', 'Colorless']","Powerful Spark","Does 40 damage plus 10 more damage for each Energy attached to all of your Pok\u00e9mon.","40+"
Lightning,"['Lightning', 'Lightning', 'Colorless']","Thunderbolt Spear","Raikou & Suicune LEGEND does 50 damage to itself, and don't apply Weakness to this damage.","150"
Lightning,"['Water', 'Colorless', 'Colorless']","Aurora Gain","Remove 5 damage counters from Raikou & Suicune LEGEND.","50"
Lightning,"['Lightning']","Energy Assist","Attach 2 basic Energy cards from your discard pile to 1 of your Benched Pok\u00e9mon.",""
Lightning,"['Lightning', 'Colorless']","Quick Attack","Flip a coin. If heads, this attack does 20 more damage.","30+"
Lightning,"['Colorless', 'Colorless']","Tackle","","20"
Lightning,"['Lightning', 'Lightning', 'Lightning']","Chain Lightning","If the Defending Pok\u00e9mon isn't Colorless, this attack does 10 damage to each Benched Pok\u00e9mon of the same type as the Defending Pok\u00e9mon (including your own).","20"
Lightning,"['Lightning']","Searchlight","Flip a coin. If heads, each player may choose a card from his or her discard pile and put it into his or her hand.",""
Lightning,"['Lightning', 'Lightning']","Spark","If your opponent has any Benched Pok\u00e9mon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","30"
Lightning,"['Colorless']","Dazzle Blast","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused.","10"
Lightning,"['Lightning', 'Colorless']","Zap Kick","","40"
Lightning,"['Lightning', 'Colorless']","Dazzle Blast","The Defending Pok\u00e9mon is now Confused.","30"
Lightning,"['Colorless', 'Colorless']","Quick Attack","Flip a coin. If heads, this attack does 20 damage plus 20 more damage.","20"
Lightning,"['Lightning']","Pika Ball","","10"
Lightning,"['Lightning', 'Colorless', 'Colorless']","Mega Shot","Discard all Lightning Energy attached to Pikachu and then choose 1 of your opponent's Pok\u00e9mon. This attack does 40 damage to that Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Lightning,"['Colorless']","Collect","Draw a card.",""
Lightning,"['Colorless']","Gnaw","","10"
Lightning,"['Colorless', 'Colorless']","Swagger","Flip a coin. If heads, discard an Energy card attached to the Defending Pok\u00e9mon.","20"
Lightning,"['Colorless']","Gnaw","","10"
Lightning,"['Colorless', 'Colorless']","Tackle","","20"
Lightning,"['Lightning', 'Lightning', 'Lightning']","Chain Lightning","If the Defending Pok\u00e9mon isn't Colorless, this attack does 10 damage to each Benched Pok\u00e9mon of the same type as the Defending Pok\u00e9mon (including your own).","20"
Lightning,"['Lightning']","Static Shock","","20"
Lightning,"['Colorless']","Ram","","10"
Lightning,"['Colorless', 'Colorless', 'Colorless']","Speed Ball","","30"
Lightning,"['Lightning', 'Lightning', 'Colorless']","Electron Crush","You may discard an Energy card attached to Zapdos ex. If you do, this attack does 50 damage plus 20 more damage.","50+"
Lightning,"['Water', 'Water']","Surf","","30"
Lightning,"['Lightning', 'Lightning', 'Lightning']","Electric Shock","Flip a coin. If tails, Electrode does 10 damage to itself.","50"
Lightning,"['Lightning']","Energy Kick","Flip a coin. If heads, choose an Energy card attached to the Defending Pok\u00e9mon. Your opponent moves that card to 1 of his or her other Pok\u00e9mon. (If your opponent has no Benched Pok\u00e9mon, this attack does nothing.)",""
Lightning,"['Lightning']","Thundershock","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Lightning,"['Colorless', 'Colorless']","Acrobatics","Flip 2 coins. This attack does 20 more damage for each heads.","10+"
Lightning,"['Colorless']","Razor Fin","","10"
Lightning,"['Lightning', 'Colorless']","Aqua Spark","If Chinchou has any Water Energy attached to it, this attack does 20 damage plus 10 more damage.","20+"
Lightning,"['Lightning']","Thunder Wave","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.",""
Lightning,"['Lightning', 'Colorless']","Big Explosion","This Pok\u00e9mon does 60 damage to itself.","60"
Lightning,"['Colorless']","Continuous Tumble","Flip a coin until you get tails. This attack does 20 damage times the number of heads.","20\u00d7"
Lightning,"['Lightning', 'Colorless', 'Colorless']","Energy Bomb","You may move all Energy from this Pok\u00e9mon to your Benched Pok\u00e9mon in any way you like.","70"
Lightning,"['Colorless']","Gnaw","","10"
Lightning,"['Lightning', 'Colorless']","Thundershock","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Lightning,"['Colorless', 'Colorless']","Electric Tackle","This attack does 20 damage plus 10 more damage for each Energy attached to Lanturn. Flip a coin. If tails, Lanturn does 10 damage to itself for each Energy attached to it.","20+"
Lightning,"['Colorless', 'Colorless']","Electric Tackle","This attack does 20 damage plus 10 more damage for each Energy attached to Lanturn. Flip a coin. If tails, Lanturn does 10 damage to itself for each Energy attached to it.","20+"
Lightning,"['Colorless']","Salvage","Shuffle 4 Item cards from your discard pile into your deck.",""
Lightning,"['Lightning', 'Colorless']","Signal Beam","Your opponent's Active Pok\u00e9mon is now Confused.","50"
Lightning,"['Lightning']","Thunder Shock","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.","10"
Lightning,"['Colorless']","Call for Family","Search your deck for 2 Basic Pok\u00e9mon and put them onto your Bench. Shuffle your deck afterward.",""
Lightning,"['Lightning']","Static Shock","","20"
Lightning,"['Lightning']","Raiden Knuckle","Attach an Energy card from your discard pile to 1 of your Benched Team Plasma Pok\u00e9mon.","30"
Lightning,"['Lightning', 'Lightning', 'Colorless', 'Colorless']","Thunderous Noise","If this Pok\u00e9mon has any Plasma Energy attached to it, discard an Energy attached to the Defending Pok\u00e9mon.","90"
Lightning,"['Lightning', 'Colorless']","Spark","Does 10 damage to 2 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","10"
Lightning,"['Lightning', 'Colorless']","Razor Fin","","30"
Lightning,"['Colorless', 'Colorless', 'Colorless']","Water Gun","Does 40 damage plus 20 more damage for each Water Energy attached to Lanturn but not used to pay for this attack's Energy cost. You can't add more then 40 damage in this way.","40+"
Lightning,"['Lightning', 'Lightning']","Signal Beam","Your opponent's Active Pok\u00e9mon is now Confused.","40"
Lightning,"['Lightning']","Electric Punch","","20"
Lightning,"['Lightning', 'Colorless', 'Colorless']","Tail Shock","Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","30"
Lightning,"['Colorless', 'Colorless']","Thundershock","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Lightning,"['Lightning', 'Colorless', 'Colorless']","Gigashock","Does 10 damage to 2 of your opponent's Benched Pok\u00e9mon (1 if there is only 1). (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","40"
Lightning,"['Free']","Outlet","Search your deck for a Lightning Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",""
Lightning,"['Colorless']","Nuzzle","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.",""
Lightning,"['Colorless', 'Colorless']","Quick Attack","Flip a coin. If heads, this attack does 10 more damage.","20+"
Lightning,"['Lightning', 'Colorless']","Multiple Force","If Magneton has any React Energy cards attached to it, this attack does 30 damage plus 10 more damage for each Magnemite and Magneton (both yours and your opponent's) in play.","30+"
Lightning,"['Lightning', 'Colorless', 'Colorless', 'Colorless']","Magnetic Blast","","60"
Lightning,"['Lightning']","Power Wave","This attack does 30 damage to each Pok\u00e9mon that has any Pok\u00e9-Powers (both yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Lightning,"['Colorless', 'Colorless']","Attract Current","Search your deck for a Lightning Energy card and attach it to 1 of your Pok\u00e9mon. Shuffle your deck afterward.","40"
Lightning,"['Colorless']","Headbutt","","10"
Lightning,"['Colorless']","Super Thunder Wave","Flip a coin. If heads, each Defending Pok\u00e9mon is now Paralyzed.",""
Lightning,"['Colorless', 'Colorless']","Tackle","","20"
Lightning,"['Colorless']","Charge","Search your deck for a Lightning Energy card and attach it to this Pok\u00e9mon. Shuffle your deck afterward.",""
Lightning,"['Lightning', 'Lightning', 'Colorless']","Disaster Volt","Discard an Energy attached to this Pok\u00e9mon.","80"
Lightning,"['Lightning', 'Lightning', 'Colorless', 'Colorless']","Lightning Strike","You may discard all Energy cards attached to Ampharos. If you do, this attack's base damage is 80 instead of 40.",""
Lightning,"['Colorless']","Pound","","10"
Lightning,"['Lightning', 'Colorless']","Spark","Choose 2 of your opponent's Benched Pok\u00e9mon. This attack does 10 damage to each of those Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","10"
Lightning,"['Colorless']","Rollout","","10"
Lightning,"['Colorless', 'Colorless']","Hook","","20"
Lightning,"['Lightning']","Random Spark","Choose 1 of your opponent's Pok\u00e9mon. This attack does 10 damage to that Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Lightning,"['Lightning', 'Colorless']","Lightning Ball","","20"
Lightning,"['Lightning']","Electrichain","Does 20 more damage if you have any Lightning Pok\u00e9mon on your Bench.","10+"
Lightning,"['Lightning']","Thundershock","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Lightning,"['Lightning', 'Lightning', 'Colorless']","Quick Attack","Flip a coin. If heads, this attack does 40 damage plus 20 more damage.","40+"
Lightning,"['Colorless']","Plasma","If there are any Energy cards in your discard pile, flip a coin. If heads, attach one of them to Raichu.","10"
Lightning,"['Lightning', 'Lightning', 'Colorless']","Shock Bolt","Discard all L Energy cards attached to Raichu or this attack does nothing.","60"
Lightning,"['Colorless', 'Colorless']","Double Kick","Flip 2 coins. This attack does 20 damage times the number of heads.","20X"
Lightning,"['Lightning', 'Lightning', 'Colorless']","Lightning Strike","You may discard all Lightning Energy cards attached to Jolteon. If you do, this attack's base damage is 70 instead of 40.","40"
Lightning,"['Lightning', 'Lightning', 'Lightning']","Surprise Thunder","Flip a coin. If heads, flip another coin. If the second coin is heads, this attack does 20 damage to each of your opponent's Benched Pok\u00e9mon. If the second coin is tails, this attack does 10 damage to each of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon","30"
Lightning,"['Colorless', 'Colorless']","Quick Attack","Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.","10+"
Lightning,"['Lightning', 'Lightning', 'Colorless']","Pin Missile","Flip 4 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Lightning,"['Lightning']","Tag Team Boost","If Minun is on your Bench, this attack does 50 more damage.","10+"
Lightning,"['Lightning', 'Lightning', 'Colorless', 'Colorless']","Lightning Strike","You may discard all Energy cards attached to Ampharos. If you do, this attack's base damage is 80 instead of 40.",""
Lightning,"['Lightning', 'Colorless', 'Colorless']","Glinting Claw","Flip a coin. If heads, this attack does 30 more damage.","50+"
Lightning,"['Lightning', 'Lightning', 'Colorless', 'Colorless']","Strong Volt","Discard 2 Energy attached to this Pok\u00e9mon.","150"
Lightning,"['Lightning']","Energy Retrieval","Search your discard pile for up to 2 basic Energy cards and attach them to 1 of your Pok\u00e9mon. Put 1 damage counter on that Pok\u00e9mon for each Energy card attached in this way.",""
Lightning,"['Lightning', 'Colorless']","Tail Rap","Flip 2 coins. This attack does 20 more damage for each heads.","10+"
Lightning,"['Lightning']","Agility","Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pok\u00e9mon during your opponent's next turn.","10"
Lightning,"['Lightning', 'Colorless']","Sonicboom","Don't apply Weakness and Resistance for this attack. (Any other effects that would happen after applying Weakness and Resistance still happen.)","20"
Lightning,"['Lightning', 'Lightning', 'Lightning', 'Lightning']","Selfdestruct","Does 20 damage to each Pok\u00e9mon on each player's Bench. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.) Magneton does 100 damage to itself.","100"
Lightning,"['Lightning']","Gather Energy","Search your deck for a basic Energy card and attach it to 1 of your Pok\u00e9mon. Shuffle your deck afterward.",""
Lightning,"['Lightning', 'Lightning', 'Colorless']","Electric Ball","","50"
Lightning,"['Lightning']","Boosted Voltage","If Raichu has a Pok\u00e9mon Tool card attached to it, this attack does 20 damage to each of your opponent's Benched Pok\u00e9mon that isn't an Evolved Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","20"
Lightning,"['Lightning', 'Colorless', 'Colorless']","Thunder Blast","Discard a Lightning Energy card attached to Raichu.","70"
Lightning,"['Colorless']","Tackle","","20"
Lightning,"['Lightning', 'Colorless', 'Colorless']","Head Bolt","","60"
