type,cost,name,text,damage
Grass,"['Colorless']","Beat","","10"
Grass,"['Colorless', 'Colorless', 'Colorless']","Reckless Charge","This Pok\u00e9mon does 10 damage to itself.","40"
Grass,"['Grass', 'Grass']","Foul Gas","Flip a coin. If heads, the Defending Pok\u00e9mon is now Poisoned; if tails, it is now Confused.","10"
Grass,"['Colorless']","Feint Attack","Choose 1 of your opponent's Pok\u00e9mon. This attack does 10 damage to that Pok\u00e9mon. This attack's damage isn't affected by Weakness, Resistance, Pok\u00e9-Powers, Pok\u00e9-Bodies, or any other effects on that Pok\u00e9mon.",""
Grass,"['Grass', 'Grass']","Poison Sting","The Defending Pok\u00e9mon is now Poisoned.","30"
Grass,"['Grass', 'Grass', 'Colorless']","Spike Whip","If Budew is anywhere under Roserade, choose 1 of your opponent's Benched Pok\u00e9mon. This attack does 30 damage to that Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","50"
Grass,"['Grass']","Absorb","Heal 10 damage from this Pok\u00e9mon.","10"
Grass,"['Grass', 'Colorless']","Stun Spore","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","30"
Grass,"['Grass', 'Grass', 'Colorless', 'Colorless']","Toxic Dust","The Defending Pok\u00e9mon is now Poisoned. Put 2 damage counters instead of 1 on the Defending Pok\u00e9mon between turns.","50"
Grass,"['Colorless']","Miasma Wind","Does 50 damage times the number of Special Conditions affecting the Defending Pok\u00e9mon.","50\u00d7"
Grass,"['Grass']","Soothing Scent","The Defending Pok\u00e9mon is now Asleep.","30"
Grass,"['Colorless']","Nap","Remove 2 damage counters from Seedot.",""
Grass,"['Grass', 'Colorless']","Double Spin","Flip 2 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Grass,"['Colorless']","Pitch","Your opponent switches the Defending Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.","10"
Grass,"['Grass', 'Grass']","Horn Slash","Flip a coin. If heads, this attack does 30 damage plus 30 more damage.","30+"
Grass,"['Grass', 'Colorless', 'Colorless']","Solar Beam","","80"
Grass,"['Grass', 'Grass', 'Colorless']","Dazzling Pollen","Flip a coin. If heads, this attack does 50 damage plus 20 more damage. If tails, the Defending Pok\u00e9mon is now Confused.","50+"
Grass,"['Colorless']","Super Hypno Wave","The Defending Pok\u00e9mon is now Asleep.","10"
Grass,"['Grass']","Leaf Honey","Discard a Grass Energy attached to Vespiquen and remove all damage counters from 1 of your Benched Grass Pok\u00e9mon.",""
Grass,"['Grass', 'Colorless', 'Colorless']","Attack Order","Does 10 damage times the number of Grass Pok\u00e9mon in play (both yours and your opponent's).","10\u00d7"
Grass,"['Colorless']","Collect","Draw a card.",""
Grass,"['Grass']","Quick Attack","Flip a coin. If heads, this attack does 10 damage plus 10 more damage.","10+"
Grass,"['Grass', 'Metal', 'Colorless']","Super Slash","If the Defending Pok\u00e9mon is an Evolved Pok\u00e9mon, this attack does 50 damage plus 30 more damage.","50+"
Grass,"['Colorless']","Ascension","Search your deck for a card that evolves from Wurmple and put it on Wurmple. (This counts as evolving Wurmple.) Shuffle your deck afterward.",""
Grass,"['Grass']","Miracle Essence","Flip a coin. If heads, choose 1 Special Condition. Each Defending Pok\u00e9mon is now affected by that Special Condition.",""
Grass,"['Grass', 'Colorless']","Absorb","Heal 20 damage from this Pok\u00e9mon.","20"
Grass,"['Grass', 'Grass', 'Colorless']","Vine Whip","","30"
Grass,"['Grass', 'Colorless', 'Colorless']","Poison Powder","Your opponent's Active Pok\u00e9mon is now Poisoned.","60"
Grass,"['Grass', 'Grass', 'Colorless', 'Colorless']","Jungle Hammer","Heal 30 damage from this Pok\u00e9mon.","90"
Grass,"['Grass']","Mist Attack","Does 10 damage to each of your opponent's Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Grass,"['Grass', 'Colorless', 'Colorless']","Sludge Whirlpool","","50"
Grass,"['Grass', 'Colorless', 'Colorless']","Hefty Whip","If this Pok\u00e9mon was healed during this turn, this attack does 130 more damage.","30+"
Grass,"['Grass', 'Grass', 'Colorless', 'Colorless']","Whip Smash","","110"
Grass,"['Grass']","Harden","During your opponent's next turn, if Silcoon would be damaged by an attack, prevent that attack's damage done to Silcoon if that damage is 30 or less.",""
Grass,"['Grass', 'Colorless']","Entangling String","Flip a coin. If heads, the Defending Pok\u00e9mon can't attack during your opponent's next turn.","20"
Grass,"['Colorless', 'Colorless']","Afterimage Strike","During your opponent's next turn, if Scyther would be damaged by an attack, flip a coin. If heads, prevent that attack's damage done to Scyther.","20"
Grass,"['Grass']","Confusion Gas","The Defending Pok\u00e9mon is now Confused.",""
Grass,"['Colorless', 'Colorless']","Ram","","20"
Grass,"['Grass']","Toxic Spikes","The Defending Pok\u00e9mon is now Poisoned. If Roselia is evolved from Budew, this attack does 10 damage to the Defending Pok\u00e9mon.",""
Grass,"['Grass', 'Grass']","Sweet Spike","The Defending Pok\u00e9mon is now Asleep. Remove 2 damage counters from 1 of your Pok\u00e9mon.","10"
Grass,"['Free']","Sprouting","Search your deck for a Grass Energy card and attach it to Celebi. Shuffle your deck afterward.",""
Grass,"['Grass', 'Grass']","Leaf Tornado","You may move any number of basic Grass Energy cards attached to your Pok\u00e9mon to your other Pok\u00e9mon in any way you like.","30"
Grass,"['Colorless']","Needling Sting","Flip a coin. If heads, this attack does 10 damage plus 10 more damage.","10+"
Grass,"['Grass']","String Shot","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Grass,"['Grass']","Miracle Blow","Flip a coin. If heads, choose 1 Special Condition. The Defending Pok\u00e9mon is now affected by that Special Condition.",""
Grass,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Stomp","Flip a coin. If heads, this attack does 40 damage plus 20 more damage.","40+"
Grass,"['Grass', 'Grass', 'Grass', 'Colorless']","Vigorous Dash","Does 30 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.) Torterra does 30 damage to itself.","100"
Grass,"['Colorless']","Stun Spore","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.",""
Grass,"['Grass']","Trip Over","Flip a coin. If heads, this attack does 10 damage plus 10 more damage.","10+"
Grass,"['Colorless']","Rollout","","10"
Grass,"['Grass', 'Grass', 'Colorless']","Bouncy Move","You may put up to 5 damage counters on Meganium. If you do, this attack does 50 damage plus 10 more damage for each damage counter you put on Meganium in this way.","50+"
Grass,"['Grass', 'Colorless', 'Colorless']","Poison Powder","Your opponent's Active Pok\u00e9mon is now Poisoned.","60"
Grass,"['Grass', 'Grass', 'Colorless', 'Colorless']","Jungle Hammer","Heal 30 damage from this Pok\u00e9mon.","90"
Grass,"['Grass']","Leaf Munch","If your opponent's Active Pok\u00e9mon is a Grass Pok\u00e9mon, this attack does 20 more damage.","10+"
Grass,"['Grass']","Harden","During your opponent's next turn, if this Pok\u00e9mon would be damaged by an attack, prevent that attack's damage done to this Pok\u00e9mon if that damage is 60 or less.",""
Grass,"['Grass']","Pheromotion","Search your deck for a Grass Pok\u00e9mon, reveal it, and put it into your hand. Shuffle your deck afterward.",""
Grass,"['Grass', 'Colorless']","Quick Attack","Flip a coin. If heads, this attack does 20 more damage.","20+"
Grass,"['Colorless']","Scrunch","Flip a coin. If heads, prevent all damage done to this Pok\u00e9mon by attacks during your opponent's next turn.",""
Grass,"['Grass', 'Grass', 'Colorless']","Wood Hammer","This Pok\u00e9mon does 10 damage to itself.","70"
Grass,"['Grass', 'Grass', 'Colorless', 'Colorless']","Touchdown","Heal 20 damage from this Pok\u00e9mon.","90"
Grass,"['Colorless', 'Colorless']","Whirlwind","Your opponent switches the Defending Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.","30"
Grass,"['Grass', 'Grass', 'Colorless', 'Colorless']","Giga Drain","After your attack, remove from Beautifly the number of damage counters equal to the damage you did to the Defending Pok\u00e9mon.","50"
Grass,"['Grass', 'Colorless']","Swallow Up","Before doing damage, count the remaining HP of the Defending Pok\u00e9mon and Carnivine. If the Defending Pok\u00e9mon has fewer remaining HP than Carnivine's, this attack does 60 damage instead.","30"
Grass,"['Grass', 'Grass']","Wring Out","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed and discard an Energy card attached to the Defending Pok\u00e9mon.","20"
Grass,"['Colorless']","Bug Bite","","10"
Grass,"['Grass', 'Colorless', 'Colorless']","Stun Spore","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.","40"
Grass,"['Grass']","Conversion Powder","Choose either Asleep or Poisoned. Your opponent's Active Pok\u00e9mon is now affected by that Special Condition.",""
Grass,"['Colorless', 'Colorless', 'Colorless']","Colorful Wind","This attack does 30 more damage for each different type of basic Energy attached to this Pok\u00e9mon.","30+"
Grass,"['Colorless', 'Colorless']","Fury Cutter","Flip 3 coins. If 1 of them is heads, this attack does 20 more damage. If 2 of them are heads, this attack does 50 more damage. If all of them are heads, this attack does 70 more damage.","10+"
Grass,"['Colorless']","Lead","Flip a coin. If heads, search your deck for a Supporter card, reveal it, and put it into your hand. Shuffle your deck afterward.",""
Grass,"['Grass', 'Colorless', 'Colorless']","Tackle","","40"
Grass,"['Colorless']","Lead","Search your deck for up to 2 Supporter cards, reveal them, and put them into your hand. Shuffle your deck afterward.",""
Grass,"['Grass', 'Colorless', 'Colorless']","Charge Dash","You may do 20 more damage. If you do, this Pok\u00e9mon does 20 damage to itself.","70+"
Grass,"['Colorless', 'Colorless']","Tackle","","20"
Grass,"['Grass', 'Colorless', 'Colorless']","Poison Claws","Flip a coin. If heads, the Defending Pok\u00e9mon is now Poisoned.",""
Grass,"['Grass']","Synthesis","Search your deck for a Grass Energy card and attach it to 1 of your Pok\u00e9mon. Shuffle your deck afterward.",""
Grass,"['Grass', 'Colorless', 'Colorless']","Cut","","50"
Grass,"['Colorless', 'Colorless', 'Colorless']","Twineedle","Flip 2 coins. This attack does 30 damage times the number of heads.","30\u00d7"
Grass,"['Grass', 'Grass', 'Grass']","Poison Sting","Flip a coin. If heads, the Defending Pok\u00e9mon is now Poisoned.","40"
Grass,"['Grass']","Spiral Leaf","Flip a coin. If heads, put 1 damage counter on each of your opponent's Pokemon. If tails, remove 1 damage country for each of your Pok\u00e9mon.",""
Grass,"['Grass', 'Colorless']","Time Trap","Flip a coin. If heads, look at the top 4 cards of your opponent's deck, and put them back on top of your opponent's deck in any order. If tails, look at the top 4 cards of your deck, and put them back on top of your deck in any order.","30"
Grass,"['Grass', 'Colorless']","Energy Bloom","Remove 3 damage counters from each of your Pok\u00e9mon that has any Energy attached to it.","30"
Grass,"['Grass']","Bug Bite","","20"
Grass,"['Grass']","Shoot Through","Does 10 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","20"
Grass,"['Grass', 'Colorless', 'Colorless']","U-turn","Switch Yanmega with 1 of your Benched Pok\u00e9mon.","50"
Grass,"['Grass', 'Colorless']","Absorb","Heal 20 damage from this Pok\u00e9mon.","20"
Grass,"['Grass', 'Grass', 'Colorless']","Vine Whip","","30"
Grass,"['Colorless', 'Colorless']","Deafen","Your opponent can't play any Trainer cards (except for Supporter cards) from his or her hand during your opponent's next turn.","40"
Grass,"['Grass', 'Grass', 'Colorless', 'Colorless']","Dragon Roar","Put 8 damage counters on the Defending Pok\u00e9mon. If that Pok\u00e9mon would be Knocked Out by this attack, you may put any damage counters not necessary to Knocked Out the Defending Pok\u00e9mon on your opponent's Benched Pok\u00e9mon in any way you like.",""
Grass,"['Grass', 'Colorless', 'Colorless']","Poison Powder","Your opponent's Active Pok\u00e9mon is now Poisoned.","60"
Grass,"['Grass', 'Grass', 'Colorless', 'Colorless']","Jungle Hammer","Heal 30 damage from this Pok\u00e9mon.","90"
Grass,"['Colorless']","Power Blow","Flip a coin. If heads, this attack does 10 damage plus 10 more damage for each Energy attached to Breloom.","10"
Grass,"['Grass', 'Grass', 'Colorless']","Body Slam","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","40"
Grass,"['Grass']","Tail Shake","The Defending Pok\u00e9mon is now Asleep.","10"
Grass,"['Colorless', 'Colorless', 'Colorless']","Razor Leaf","","40"
Grass,"['Grass', 'Colorless']","Power Blow","Does 20 damage times the amount of Energy attached to Roserade.","20\u00d7"
Grass,"['Colorless']","Spike Cannon","Flip 3 coins. This attack does 10 damage times the number of heads.","10"
Grass,"['Grass', 'Colorless']","Razor Leaf","","30"
Grass,"['Grass', 'Colorless', 'Colorless']","Sleep Powder","Flip a coin. If heads, the Defending Pok\u00e9mon is now Asleep.","50"
Grass,"['Colorless', 'Colorless']","Vine Whip","","40"
Grass,"['Grass', 'Grass']","Leaf Storm","Heal 20 damage from each of your Grass Pok\u00e9mon.","60"
Grass,"['Colorless']","Scratch","","10"
Grass,"['Grass', 'Colorless', 'Colorless']","Vine Whip","","30"
Grass,"['Grass']","Magical Leaf","Flip a coin. If heads, this attack does 10 more damage and heal 10 damage from this Pok\u00e9mon.","10+"
Grass,"['Free']","Cloak Party","Search your deck for up to 3 in any combination of Burmy and Wormadam, show them to your opponent, and put them into your hand. Shuffle your deck afterward.",""
Grass,"['Colorless']","Energy Assist","Search your discard pile for a basic Energy card and attach it to 1 of your Benched Pok\u00e9mon.","30"
Grass,"['Grass']","Supersonic","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused.",""
Grass,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Air Slash","Flip a coin. If tails, discard an Energy attached to Yanmega.","70"
Grass,"['Colorless', 'Colorless']","Quick Touch","You may switch Ninjask with 1 of your Benched Pok\u00e9mon. If you do, you may move any number of Grass Energy cards attached to Ninjask to the new Active Pok\u00e9mon.","30"
Grass,"['Colorless']","Pound","","20"
Grass,"['Grass', 'Colorless']","Cut","","30"
Grass,"['Colorless', 'Colorless']","Vice Grip","","20"
Grass,"['Colorless']","Ram","","10"
Grass,"['Colorless']","Amnesia","Choose 1 of the Defending Pok\u00e9mon's attacks. That Pok\u00e9mon can't use that attack during your opponent's next turn.",""
Grass,"['Grass', 'Colorless']","Tail Slap","","20"
Grass,"['Colorless', 'Colorless']","Whirlwind","Your opponent switches the Defending Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.","30"
Grass,"['Grass', 'Colorless', 'Colorless']","Gust","","50"
Grass,"['Grass', 'Psychic', 'Colorless']","Time Circle","During your opponent's next turn, prevent all damage done to Celebi by attacks from your opponent's Stage 1 or Stage 2 Pok\u00e9mon.","30"
Grass,"['Colorless']","Evolution Impulse","Search your deck for an Evolution card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",""
Grass,"['Grass', 'Colorless']","Leaf Boomerang","Flip 2 coins. This attack does 30 damage times the number of heads.","30\u00d7"
Grass,"['Grass', 'Colorless']","Fury Cutter","Flip 4 coins. If all of them are heads, this attack does 10 damage plus 60 more damage. If not, this attack does 10 damage plus 10 more damage for each heads.","10+"
Grass,"['Grass']","Sleep Powder","Flip a coin. If heads, the Defending Pok\u00e9mon is now Asleep.","10"
Grass,"['Colorless']","Call for Family","Search your deck for a Grass Basic Pok\u00e9mon and put it onto your Bench. Shuffle your deck afterward.\"",""
Grass,"['Grass', 'Colorless']","Beat","","20"
Grass,"['Colorless']","Ram","","10"
Grass,"['Grass', 'Colorless']","Gouge","Flip a coin. If heads, this attack does 20 damage plus 10 more damage.","20+"
Grass,"['Free']","Leech Life","After your attack, remove from Nincada the number of damage counters equal to the damage you did to the Defending Pok\u00e9mon. If Nincada has fewer damage counters than that, remove all of them.",""
Grass,"['Grass', 'Colorless']","Linear Attack","Choose 1 of your opponent's Pok\u00e9mon. This attack does 40 damage to that Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Grass,"['Grass', 'Grass', 'Colorless']","Sonicboom","This attack's damage isn't affected by Weakness or Resistance.","70"
Grass,"['Grass']","Poison Jab","Your opponent's Active Pok\u00e9mon is now Poisoned.","20"
Grass,"['Grass', 'Grass']","Flash Needle","Flip 3 coins. This attack does 40 damage times the number of heads. If all of them are heads, prevent all effects of attacks, including damage, done to this Pok\u00e9mon during your opponent's next turn.","40\u00d7"
Grass,"['Colorless']","Torment","Choose 1 of your opponent's Active Pok\u00e9mon's attacks. That Pok\u00e9mon can't use that attack during your opponent's next turn.","20"
Grass,"['Grass', 'Grass', 'Colorless']","Solar Beam","","70"
Grass,"['Colorless']","Speed Growth","Attach up to 2 Grass Energy cards from your hand to your Pok\u00e9mon in any way you like.",""
Grass,"['Grass']","Sleep Powder","The Defending Pok\u00e9mon is now Asleep.","10"
Grass,"['Colorless']","Drawup Power","Search your deck for an Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",""
Grass,"['Grass']","Spit Up","","20"
Grass,"['Grass', 'Colorless', 'Colorless']","Acid","The Defending Pok\u00e9mon can't retreat until the end of your opponent's next turn.","50"
Grass,"['Colorless']","Tackle","","10"
Grass,"['Grass']","Horn Attack","","20"
Grass,"['Grass', 'Grass', 'Colorless']","Giga Horn","Flip 2 coins. If both of them are tails, this attack does nothing.","80"
Grass,"['Grass']","Vine Whip","","10"
Grass,"['Grass', 'Colorless']","Cut","","20"
Grass,"['Grass']","Bullet Seed","Flip 4 coins. This attack does 10 damage times the number of heads.","10\u00d7"
Grass,"['Colorless']","Dig","Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pok\u00e9mon during your opponent's next turn.","10"
Grass,"['Colorless']","Double Whip","Flip 2 coins. This attack does 10 damage times the number of heads.","10\u00d7"
Grass,"['Grass']","Relaxing Fragrance","Heal 30 damage and remove all Special Conditions from this Pok\u00e9mon.",""
Grass,"['Grass', 'Colorless']","Bug Bite","","20"
Grass,"['Grass', 'Colorless']","Double Slash","Flip 2 coins. This attack does 50 damage times the number of heads.","50\u00d7"
Grass,"['Grass', 'Colorless', 'Colorless']","Mega Drain","Heal 30 damage from this Pok\u00e9mon.","70"
Grass,"['Grass', 'Colorless']","Needling Sting","Flip a coin. If heads, this attack does 20 more damage.","10+"
Grass,"['Free']","Sleep Scent","Flip a coin. If heads, the Defending Pok\u00e9mon is now Asleep.",""
Grass,"['Grass']","Jump On","Flip a coin. If heads, this attack does 10 damage plus 10 more damage.","10+"
Grass,"['Colorless']","Poison Seed","The Defending Pok\u00e9mon is now Poisoned.",""
Grass,"['Grass', 'Grass', 'Colorless']","Razor Leaf","","50"
Grass,"['Grass']","Leech Seed","If this attack does any damage to the Defending Pok\u00e9mon (after applying Weakness and Resistance), remove 1 damage counter from Turtwig.","10"
Grass,"['Colorless', 'Colorless']","Ram","","20"
Grass,"['Grass']","Leaf Blast","Does 20 damage times the amount of Grass Energy attached to Sceptile.","20\u00d7"
Grass,"['Grass', 'Colorless', 'Colorless', 'Colorless']","Poison Claws","The Defending Pok\u00e9mon is now Poisoned.","60"
Grass,"['Colorless']","Sleep Poison","Flip a coin. If heads, the Defending Pok\u00e9mon is now Asleep and Poisoned.",""
Grass,"['Grass']","Flail Around","Flip 3 coins. This attack does 10 damage times the number of heads.","10\u00d7"
Grass,"['Colorless', 'Colorless']","Agility","Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pok\u00e9mon during your opponent's next turn.","30"
Grass,"['Colorless', 'Colorless', 'Colorless']","Cutting Wind","","70"
Grass,"['Colorless']","Tangle Drag","Switch 1 of your opponent's Benched Pok\u00e9mon with the Defending Pok\u00e9mon.",""
Grass,"['Colorless', 'Colorless']","Spiral Drain","Heal 20 damage from this Pok\u00e9mon.","20"
Grass,"['Grass']","Band Attack","Does 30 damage times the number of Beedrill you have in play.","30\u00d7"
Grass,"['Colorless', 'Colorless', 'Colorless']","Twineedle","Flip 2 coins. This attack does 50 damage times the number of heads.","50\u00d7"
Grass,"['Colorless']","Poison Bind","The Defending Pok\u00e9mon is now Poisoned and can't retreat during your opponent's next turn.","10"
Grass,"['Grass', 'Colorless']","Long Whip","If the Defending Pok\u00e9mon is affected by any Special Conditions, you may do 30 damage to any 1 Benched Pok\u00e9mon instead. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","30"
Grass,"['Grass']","Jump On","Flip a coin. If heads, this attack does 10 more damage.","10+"
Grass,"['Grass', 'Colorless']","Stun Needle","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Grass,"['Grass', 'Colorless', 'Colorless']","Reinforced Needle","If this Pok\u00e9mon has a Pok\u00e9mon Tool card attached to it, this attack does 40 more damage.","40+"
Grass,"['Colorless']","Paralyzing Gaze","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.",""
Grass,"['Grass', 'Colorless']","Tail Smack","","20"
Grass,"['Metal', 'Colorless']","Tackle","","20"
Grass,"['Colorless']","Look for Friends","Reveal cards from your deck until you reveal a Basic Pok\u00e9mon. Show that card to your opponent and put it into your hand. Shuffle the other revealed cards into your deck. (If you don't reveal a Basic Pok\u00e9mon, shuffle all the revealed cards back into your deck.)",""
Grass,"['Colorless', 'Colorless']","Bite","","20"
Grass,"['Colorless']","Call for Family","Search your deck for up to 2 Basic Pok\u00e9mon and put them onto your Bench. Shuffle your deck afterward.",""
Grass,"['Grass']","Toxic Spore","Flip a coin. If heads, the Defending Pok\u00e9mon is now Poisoned.","10"
Grass,"['Grass']","Poison Sting","Flip a coin. If heads, the Defending Pok\u00e9mon is now Poisoned.","10"
Grass,"['Colorless']","Pierce","","10"
Grass,"['Grass', 'Colorless', 'Colorless']","Bite Off","If the Defending Pok\u00e9mon is Pok\u00e9mon-ex, this attack does 30 damage plus 30 more damage.","30"
Grass,"['Colorless']","Scratch","","10"
Grass,"['Grass', 'Grass']","Mushroom Tackle","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Grass,"['Colorless']","Confuse Ray","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused.",""
Grass,"['Grass', 'Colorless']","Double-edge","Volbeat does 10 damage to itself.","30"
Grass,"['Colorless']","Call for Family","Search your deck for up to 2 Grass Basic Pok\u00e9mon and put them onto your Bench. Shuffle your deck afterward.",""
Grass,"['Grass']","Poison Spurt","Discard a Grass Energy card attached to Weedle. The Defending Pok\u00e9mon is now Poisoned.",""
Grass,"['Colorless']","Ram","","10"
Grass,"['Colorless', 'Colorless']","Headbutt","","20"
Grass,"['Colorless']","Tackle","","10"
Grass,"['Grass', 'Grass']","Wild Kick","Flip a coin. If tails, this attack does nothing.","40"
Grass,"['Grass', 'Colorless']","Boyfriends","Does 20 damage plus 20 more damage for each Nidoking you have in play.","20+"
Grass,"['Grass', 'Grass', 'Colorless', 'Colorless']","Mega Punch","","50"
Grass,"['Colorless']","Call for Family","Search your deck for a Basic Pok\u00e9mon and put it onto your Bench. Shuffle your deck afterward.",""
Grass,"['Grass', 'Colorless']","Strange Rasping","If the Defending Pok\u00e9mon is an Evolved Pok\u00e9mon, the Defending Pok\u00e9mon is now Confused.","20"
Grass,"['Grass']","Fast Evolution","Search your deck for an Evolution card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",""
Grass,"['Colorless', 'Colorless', 'Colorless']","Rollout","","30"
Grass,"['Grass']","Tail Smash","Flip a coin. If tails, this attack does nothing.","10"
Grass,"['Grass']","Collect","Draw 3 cards.",""
Grass,"['Grass', 'Colorless']","Stadium Drain","If there is any Stadium card in play, this attack does 30 more damage and heal 30 damage from this Pok\u00e9mon.","30+"
Grass,"['Grass', 'Grass']","Venom Powder","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused and Poisoned.",""
Grass,"['Colorless']","Collect","Draw a card.",""
Grass,"['Grass', 'Colorless', 'Colorless']","Stun Spore","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","30"
Grass,"['Grass']","Stun Spore","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Grass,"['Grass', 'Colorless']","Leech Life","Remove a number of damage counters from Venonat equal to the damage done to the Defending Pok\u00e9mon (after applying Weakness and Resistance).","10"
Grass,"['Grass']","Psybeam","The Defending Pok\u00e9mon is now Confused.","20"
Grass,"['Grass', 'Colorless', 'Colorless']","Spike Rend","If the Defending Pok\u00e9mon already has any damage counters on it, this attack does 50 damage plus 20 more damage.","50"
Grass,"['Colorless']","Pound","","10"
Grass,"['Grass', 'Colorless']","Slash","","20"
Grass,"['Grass']","Lure","If your opponent has any Benched Pok\u00e9mon, choose 1 of them and switch it with his or her Active Pok\u00e9mon.",""
Grass,"['Grass', 'Grass']","Acid","Flip a coin. If heads, the Defending Pok\u00e9mon can't retreat during your opponent's next turn.","20"
Grass,"['Colorless']","Call for Family","Search your deck for a Basic Pok\u00e9mon and put it onto your Bench. Shuffle your deck afterward.",""
Grass,"['Colorless']","Razor Leaf","","20"
Grass,"['Grass', 'Colorless', 'Colorless']","Cut","","40"
Grass,"['Grass', 'Colorless', 'Colorless']","Deranged Dance","This attack does 20 damage times the number of Benched Pok\u00e9mon (both yours and your opponent's).","20\u00d7"
Grass,"['Colorless', 'Colorless']","Ram","","20"
Grass,"['Colorless']","Blot","Heal 10 damage from this Pok\u00e9mon.","10"
Grass,"['Colorless', 'Colorless']","Fire's Power","If this Pok\u00e9mon has any Fire Energy attached to it, the Defending Pok\u00e9mon is now Burned.","30"
Grass,"['Grass', 'Colorless', 'Colorless']","Seed Bomb","","60"
Grass,"['Grass']","Grass Cocooning","Heal 40 damage from this Pok\u00e9mon.",""
Grass,"['Grass', 'Colorless']","Razor Leaf","","20"
Grass,"['Grass']","Tropical Shake","This attack does 20 more damage for each type of basic Energy card in your discard pile. You can't add more than 100 damage in this way.","20+"
