type,cost,name,text,damage
Colorless,"['Colorless']","Choose 1 of the Defending Pok\u00e9mon's attacks. That Pok\u00e9mon can't use that attack during your opponent's next turn.",""
Colorless,"['Colorless']","","10"
Colorless,"['Colorless']","Flip a coin until you get tails. Remove a number of damage counters equal to the number of heads from 1 of your Pok\u00e9mon.",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","Does 20 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.) You may switch Lopunny with 1 of your Benched Pok\u00e9mon.","30"
Colorless,"['Fire', 'Fire', 'Lightning', 'Lightning']","Discard a Fire Energy and a Lightning Energy attached to Rayquaza.","100"
Colorless,"['Colorless']","Discard 2 cards from your hand. (If you can't discard 2 cards, this attack does nothing.) Flip 2 coins. This attack does 30 damage times the number of heads.","30\u00d7"
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Flip 2 coins. If both of them are tails, this attack does nothing. For each heads, discard an Energy attached to the Defending Pok\u00e9mon.","30"
Colorless,"['Colorless', 'Colorless']","","30"
Colorless,"['Colorless', 'Colorless']","If there is any Stadium card in play, this attack does 30 more damage.","30+"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Flip a coin. If tails, discard an Energy attached to this Pok\u00e9mon.","100"
Colorless,"['Colorless']","Choose a card from your hand and put it as a Prize card face up. Then, choose 1 of your face-down Prize cards without looking and put it into your hand. This attack does nothing if all of your Prize cards are face up.",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","If you have the same number of cards in your hand as your opponent, this attack does 30 damage plus 50 more damage.","30+"
Colorless,"['Free']","Remove 2 damage counters from 1 of your Pok\u00e9mon.",""
Colorless,"['Colorless', 'Colorless']","Search your deck for M Rayquaza-EX, reveal it, and put it into your hand. Shuffle your deck afterward.",""
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Flip a coin. If tails, discard 2 Energy attached to this Pok\u00e9mon.","130"
Colorless,"['Colorless']","Flip 2 coins. This attack does 10 damage times the number of heads.","10\u00d7"
Colorless,"['Colorless']","Search your deck for as many Eevee as you like and put them onto your Bench. Shuffle your deck afterward.",""
Colorless,"['Colorless']","Flip a coin. If tails, this attack does nothing.","20"
Colorless,"['Colorless']","Your opponent switches the Defending Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.","10"
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Colorless,"['Colorless']","Does 10 damage times the number of damage counters on the Defending Pok\u00e9mon.","10\u00d7"
Colorless,"['Colorless']","Discard a Special Energy card attached to the Defending Pok\u00e9mon.","30"
Colorless,"['Colorless']","Choose 1 of the Defending Pok\u00e9mon's attacks. That Pok\u00e9mon can't use that attack during your opponent's next turn.",""
Colorless,"['Colorless']","Search your discard pile for a Trainer card, show it to your opponent, and put it into your hand.",""
Colorless,"['Colorless']","Search your deck for any 1 card and put it into your hand. Shuffle your deck afterward.",""
Colorless,"['Colorless', 'Colorless']","Flip a coin. If tails, this attack does nothing. If heads, prevent all effects of attacks, including damage, done to Togetic during your opponent's next turn.","30"
Colorless,"['Free']","Draw a card.",""
Colorless,"['Colorless']","Look at the top 3 cards of your opponent's deck and put them back in any order.",""
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Colorless']","","10"
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Colorless']","Search your deck for a Basic Pok\u00e9mon and put it onto your Bench. Shuffle your deck afterward.",""
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Colorless,"['Colorless']","The Defending Pok\u00e9mon is now Asleep.",""
Colorless,"['Colorless']","Does 10 damage times the number of damage counters on Slakoth.","10\u00d7"
Colorless,"['Colorless']","Your opponent switches the Defending Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.",""
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Colorless']","Search your deck for up to 3 different types of basic Energy cards, show them to your opponent, and put them into your hand. Shuffle your deck afterward.",""
Colorless,"['Grass', 'Lightning']","Flip a coin. If heads, this attack does 20 damage to each of your opponent's Pok\u00e9mon. (Don't apply Weakness and Resistance to Benched Pok\u00e9mon.)",""
Colorless,"['Colorless']","Remove 1 damage counter from each of your Pok\u00e9mon (including Latias Star).","10"
Colorless,"['Water', 'Psychic', 'Fire']","If the Defending Pok\u00e9mon is Pok\u00e9mon-ex, discard all Energy cards attached to Latias Star and this attack does 50 damage plus 100 more damage.","50+"
Colorless,"['Colorless']","Flip a coin. If heads, your opponent can't play any Trainer cards from his or her hand during your opponent's next turn, and any damage done to Teddiursa by attacks is reduced by 30 (after applying weakness and resistance).",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","Does 20 damage plus 10 more damage for each Pok\u00e9mon you have in play that has \u03b4 on its card.","20+"
Colorless,"['Colorless']","The Defending Pok\u00e9mon can't retreat until the end of your opponent's next turn.","10"
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, choose 1 of your opponent's Pok\u00e9mon. This attack does 50 damage to that Pok\u00e9mon. This attack's damage isn't affected by Weakness or Resistance.",""
Colorless,"['Colorless']","Flip 2 coins. For each heads, remove 2 damage counters from 1 of your Pok\u00e9mon.",""
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Colorless,"['Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused.",""
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Colorless,"['Colorless', 'Colorless', 'Colorless']","If Dewgong has at least 2 Water Energy attached to it, this attack does 40 damage plus 20 more damage.","40+"
Colorless,"['Colorless']","During your opponent's next turn, any damage done by attacks from the Defending Pok\u00e9mon is reduced by 20 (before applying Weakness and Resistance).",""
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Colorless,"['Free']","Put any 1 card from your discard pile into your hand.",""
Colorless,"['Colorless']","","10"
Colorless,"['Colorless', 'Colorless']","Does 10 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","10"
Colorless,"['Colorless', 'Colorless']","Flip 3 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Colorless,"['Colorless', 'Colorless']","","30"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Flip 5 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Colorless,"['Colorless']","","10"
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, this attack does 10 damage plus 20 more damage.","10+"
Colorless,"['Colorless']","This attack does 20 damage times the amount of Energy attached to this Pok\u00e9mon.","20\u00d7"
Colorless,"['Fairy', 'Fairy', 'Colorless']","This Pok\u00e9mon does 10 damage to itself.","90"
Colorless,"['Colorless']","Draw 3 cards.",""
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","30"
Colorless,"['Colorless', 'Colorless', 'Colorless']","","50"
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless', 'Colorless']","If the Defending Pok\u00e9mon is Pok\u00e9mon-ex, this attack does 60 damage plus 40 more damage.","60+"
Colorless,"['Fairy', 'Colorless']","Heal 60 damage from 1 of your Benched Pok\u00e9mon.",""
Colorless,"['Fairy', 'Colorless', 'Colorless']","Flip 2 coins. This attack does 20 more damage for each heads.","40+"
Colorless,"['Fairy', 'Fairy', 'Colorless']","","60"
Colorless,"['Fairy']","Choose 2 of your Benched Pok\u00e9mon. For each of those Pok\u00e9mon, search your deck for a Fairy Energy card and attach it to that Pok\u00e9mon. Shuffle your deck afterward.",""
Colorless,"['Fairy', 'Fairy', 'Colorless']","Discard an Energy attached to this Pok\u00e9mon.","100"
Colorless,"['Colorless', 'Colorless', 'Colorless']","","50"
Colorless,"['Colorless']","This Pok\u00e9mon does 10 damage to itself.","30"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Flip a coin for each damage counter on this Pok\u00e9mon. This attack does 30 damage times the number of heads.","30\u00d7"
Colorless,"['Colorless', 'Colorless', 'Colorless']","","60"
Colorless,"['Colorless']","Search your deck for up to 3 different types of basic Energy cards, reveal them, and put them into your hand. Shuffle your deck afterward.",""
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.","30"
Colorless,"['Colorless', 'Colorless', 'Colorless']","You may change Cool Porygon's Resistance to a type of your choice other than Colorless. If the Defending Pok\u00e9mon has a Weakness, you may change it to a type of your choice other than Colorless. (Benching either Pok\u00e9mon ends the effect on that Pok\u00e9mon.)",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","Flip 3 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Colorless,"['Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon can't attack during your opponent's next turn.",""
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Colorless']","Flip 3 coins. This attack does 10 damage times the number of heads.","10\u00d7"
Colorless,"['Colorless']","This Pok\u00e9mon does 10 damage to itself.","20"
Colorless,"['Colorless']","Flip 3 coins. This attack does 30 damage times the number of heads. This Pok\u00e9mon is now Confused.","30\u00d7"
Colorless,"['Colorless', 'Colorless', 'Colorless']","","60"
Colorless,"['Colorless']","Your opponent draws a card.","30"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Your opponent reveals his or her hand. Discard all Item cards you find there.",""
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Does 50 damage times the number of your Pok\u00e9mon that have the Round attack.","50\u00d7"
Colorless,"['Fairy', 'Colorless', 'Colorless']","This attack does 30 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","60"
Colorless,"['Fairy', 'Fairy', 'Colorless', 'Colorless']","This Pok\u00e9mon can't use X Blast during your next turn.","140"
Colorless,"['Colorless']","","20"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Flip a coin. If heads, this attack does 50 damage plus 30 more damage.","50+"
Colorless,"['Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Colorless,"['Colorless', 'Colorless']","","30"
Colorless,"['Colorless']","Flip a coin. If tails, this attack does nothing.","10"
Colorless,"['Colorless']","","10"
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Colorless', 'Colorless']","Flip 3 coins. This attack does 30 damage times the number of heads. Tauros is now Confused.","30\u00d7"
Colorless,"['Colorless']","","10"
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Colorless']","Flip a coin. If tails, this attack does nothing.","30"
Colorless,"['Colorless']","","10"
Colorless,"['Colorless', 'Colorless']","Discard an Energy attached to Porygon and remove 4 damage counters from Porygon.",""
Colorless,"['Fire', 'Water', 'Colorless']","You may discard an Energy card attached to Salamence. If you do, this attack does 40 damage plus 20 more damage.","40+"
Colorless,"['Colorless']","Your opponent switches the Defending Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.","10"
Colorless,"['Fire', 'Water', 'Colorless']","Does 20 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","50"
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","","70"
Colorless,"['Colorless']","Draw a card.",""
Colorless,"['Colorless', 'Colorless']","Farfetch'd does 10 damage to itself.","30"
Colorless,"['Colorless']","","10"
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Flip 2 coins. This attack does 50 damage plus 20 more damage for each heads.","50+"
Colorless,"['Grass', 'Colorless']","","20"
Colorless,"['Lightning', 'Colorless', 'Colorless']","Flip 2 coins. This attack does 40 damage times the number of heads.","40\u00d7"
Colorless,"['Colorless']","Draw a card.",""
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Water']","The Defending Pok\u00e9mon is now Asleep.","10"
Colorless,"['Lightning']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, prevent all effects of an attack, including damage, done to Salamence during your opponent's next turn.","20"
Colorless,"['Fire', 'Water', 'Colorless', 'Colorless']","","60"
Colorless,"['Colorless']","","10"
Colorless,"['Fairy', 'Colorless']","","20"
Colorless,"['Lightning', 'Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused.","20"
Colorless,"['Water', 'Colorless', 'Colorless']","Remove 1 damage counter from each of your Active Pok\u00e9mon.","30"
Colorless,"['Colorless']","Snorlax is now asleep.","10"
Colorless,"['Colorless', 'Colorless', 'Colorless']","If Snorlax is Asleep, this attack does 30 damage plus 30 more damage. (This attack can be used even if Snorlax is Asleep.)","30+"
Colorless,"['Grass', 'Lightning', 'Colorless']","Flip a coin. If tails, discard an Energy card attached to Flygon.","60"
Colorless,"['Colorless']","The Defending Pok\u00e9mon is now Asleep.",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","Flip a coin. If heads, Chansey does 50 damage to the Defending Pok\u00e9mon. If tails, remove 5 damage counters from Chansey. (All if there are less than 5.)",""
Colorless,"['Colorless']","If Vigoroth evolved from Slakoth during this turn and Slakoth was Asleep, this attack's base damage is 60 instead of 10.","10"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Flip 3 coins. This attack does 30 damage times the number of heads.","30\u00d7"
Colorless,"['Colorless', 'Colorless']","","30"
Colorless,"['Water']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.",""
Colorless,"['Fire', 'Colorless']","","20"
Colorless,"['Colorless']","Move as many Energy attached to your Pok\u00e9mon to your other Pok\u00e9mon in any way you like.",""
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, this attack does 30 more damage.","30+"
Colorless,"['Colorless', 'Colorless']","Does 20 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","10"
Colorless,"['Colorless', 'Colorless', 'Colorless']","","50"
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Colorless']","Remove 4 damage counters from Spearow. Spearow can't retreat during your next turn.",""
Colorless,"['Colorless']","","10"
Colorless,"['Colorless']","Look at your opponent's hand, choose a Supporter card you find there, and discard it. Then, use the effect of that card as the effect of this attack.",""
Colorless,"['Colorless']","If Raticate has a Pok\u00e9mon Tool card attached to it, this attack does 20 damage plus 40 more damage.","20+"
Colorless,"['Colorless']","Both Slakoth and the Defending Pok\u00e9mon are now Asleep.",""
Colorless,"['Colorless']","Teddiursa does 10 damage to itself.","20"
Colorless,"['Colorless']","If you have less than 4 cards in your hand, draw cards until you have 4 cards in your hand.",""
Colorless,"['Colorless', 'Colorless']","The Defending Pok\u00e9mon is now Confused.","10"
Colorless,"['Colorless']","","20"
Colorless,"['Colorless', 'Colorless', 'Colorless']","","60"
Colorless,"['Fairy', 'Colorless']","Flip a coin. If tails, this attack does nothing.","50"
Colorless,"['Colorless']","Choose 1 of the Defending Pok\u00e9mon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pok\u00e9mon is, Clefable's type is still Colorless.)",""
Colorless,"['Colorless', 'Colorless']","All damage done by attacks to Clefable during your opponent's next turn is reduce by 20 (after applying Weakness and Resistance).",""
Colorless,"['Colorless']","Heal 20 damage from 1 of your Pok\u00e9mon.",""
Colorless,"['Colorless']","","20"
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, this attack does 30 more damage.","30+"
Colorless,"['Colorless']","","10"
Colorless,"['Colorless', 'Colorless']","Remove all Special Conditions from the Defending Pok\u00e9mon.","40"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Heal 30 damage from this Pok\u00e9mon.","60"
Colorless,"['Colorless']","","30"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Flip 3 coins. This attack does 50 damage times the number of heads.","50\u00d7"
Colorless,"['Fairy', 'Colorless', 'Colorless']","This attack does 30 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","60"
Colorless,"['Fairy', 'Fairy', 'Colorless', 'Colorless']","This Pok\u00e9mon can't use X Blast during your next turn.","140"
Colorless,"['Colorless']","Flip a coin. If heads, prevent all damage done to Shelgon by attacks during your opponent's next turn.",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","If Shelgon has any basic Fire Energy and any basic Water Energy attached to it, this attack does 40 damage plus 20 more damage.","40+"
Colorless,"['Colorless']","Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.",""
Colorless,"['Colorless', 'Colorless']","This attack does 10 more damage for each damage counter on your opponent's Active Pok\u00e9mon.","10+"
Colorless,"['Colorless', 'Colorless']","Flip 2 coins. This attack does 30 damage times the number of heads.","30\u00d7"
Colorless,"['Colorless', 'Colorless', 'Colorless']","You may do 30 more damage. If you do, this Pok\u00e9mon is now Asleep.","60+"
Colorless,"['Colorless', 'Colorless']","Put 2 Item cards from your discard pile into your hand.",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pok\u00e9mon during your opponent's next turn.","50"
Colorless,"['Colorless']","","10"
Colorless,"['Fire', 'Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Burned.","20"
Colorless,"['Colorless']","Choose 1 of your opponent's Pok\u00e9mon that doesn't have any damage counters on it. This attack does 20 damage to that Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","Choose 1 of the Defending Pok\u00e9mon's attacks. That Pok\u00e9mon can't use that attack during your opponent's next turn.","40"
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Both this Pok\u00e9mon and the Defending Pok\u00e9mon are now Asleep.","60"
Colorless,"['Colorless']","Draw a card.",""
Colorless,"['Colorless']","","10"
Colorless,"['Colorless', 'Colorless', 'Colorless']","If the Defending Pok\u00e9mon is a Pok\u00e9mon-EX, this attack does 60 more damage.","60+"
Colorless,"['Colorless']","Slakoth can't attack during your next turn.","10"
Colorless,"['Colorless']","Your opponent switches the Defending Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.","10"
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, draw a card.","10"
Colorless,"['Colorless']","Draw a card.",""
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Flip 4 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Colorless,"['Colorless']","Draw 2 cards.",""
Colorless,"['Colorless']","Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pok\u00e9mon during your opponent's next turn.","10"
Colorless,"['Colorless']","Flip a coin. If tails, this attack does nothing.","30"
Colorless,"['Colorless']","Flip a coin. If heads, heal 60 damage from each of your Pok\u00e9mon.",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","Your opponent switches the Defending Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.","60"
Colorless,"['Colorless']","","10"
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","10"
Colorless,"['Colorless']","Search your deck for a Basic Pok\u00e9mon and put it onto your Bench. Shuffle your deck afterward.",""
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Colorless', 'Colorless']","","30"
Colorless,"['Colorless', 'Colorless', 'Colorless']","After your attack, you may switch Dodrio with 1 of your Benched Pok\u00e9mon.","40"
Colorless,"['Colorless']","Search your discard pile for an Energy card, show it to your opponent, and put it into your hand.",""
Colorless,"['Colorless']","","10"
Colorless,"['Colorless']","","10"
Colorless,"['Colorless', 'Colorless']","Flip a coin. If tails, this attack does nothing.","30"
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Discard a Plasma Energy attached to this Pok\u00e9mon. If you can't discard a Plasma Energy, this attack does nothing.","120"
Colorless,"['Colorless']","Choose 1 of the Defending Pok\u00e9mon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pok\u00e9mon is, Clefable's type is still Colorless.)",""
Colorless,"['Colorless', 'Colorless']","All damage done by attacks to Clefable during your opponent's next turn is reduce by 20 (after applying Weakness and Resistance).",""
Colorless,"['Colorless']","Move an Energy card attached to the Defending Pok\u00e9mon to another of your opponent's Pok\u00e9mon.",""
Colorless,"['Colorless', 'Colorless']","Flip a coin. If tails, this attack does nothing.","30"
Colorless,"['Colorless']","Draw a card.",""
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Flip 4 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","30"
Colorless,"['Colorless']","","10"
Colorless,"['Colorless', 'Colorless']","Flip 3 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Colorless,"['Colorless']","","10"
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Colorless', 'Colorless']","Does 10 more damage for each damage counter on the Defending Pok\u00e9mon.","20+"
Colorless,"['Colorless', 'Colorless', 'Colorless']","","60"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Fearow.","20"
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","","40"
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Colorless', 'Colorless', 'Colorless']","If the Defending Pok\u00e9mon attacks Persian during your opponent's next turn, any damage done by the attack is reduce by 10 (after applying Weakness and Resistance). (Benching either Pok\u00e9mon ends this effect.)","30"
Colorless,"['Fairy']","Move all damage counters from 1 of your Benched Pok\u00e9mon to your opponent's Active Pok\u00e9mon.",""
Colorless,"['Colorless', 'Colorless']","","30"
Colorless,"['Colorless']","Discard a Pok\u00e9mon Tool card attached to the Defending Pok\u00e9mon.",""
Colorless,"['Colorless', 'Colorless', 'Colorless', 'Colorless']","","70"
Colorless,"['Colorless', 'Colorless', 'Colorless']","You may do 20 more damage. If you do, this Pok\u00e9mon does 20 damage to itself.","60+"
Colorless,"['Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused.","10"
Colorless,"['Colorless', 'Colorless']","","30"
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, this attack does 20 damage plus 10 more damage; if tails, this attack does 20 damage.","20+"
Colorless,"['Colorless', 'Colorless', 'Colorless']","Does 20 damage plus 10 more damage for each damage counter on Tauros. Flip a coin. If tails, Tauros is now Confused (after doing damage).","20+"
Colorless,"['Colorless']","If the Defending Pok\u00e9mon is an Evolved Pok\u00e9mon, the Defending Pok\u00e9mon is now Confused.","10"
Colorless,"['Colorless', 'Colorless']","Look at your opponent's hand, choose a Trainer card you find there, and discard it.","20"
Colorless,"['Colorless']","Flip a coin. If heads, the Defending Pok\u00e9mon can't attack Eevee during your opponent's next turn. (Benching either Pok\u00e9mon ends this effect.)",""
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.","10+"
Colorless,"['Grass', 'Fire', 'Colorless']","Flip a coin. If tails, this attack's base damage is 50 instead of 100.","100"
Colorless,"['Colorless']","The Defending Pok\u00e9mon is now Asleep.",""
Colorless,"['Colorless', 'Colorless']","","20"
Colorless,"['Colorless', 'Colorless']","Does 10 damage times the number of your Benched Pok\u00e9mon.","10\u00d7"
Colorless,"['Colorless']","Search your deck for up to 2 Basic Team Magma Pok\u00e9mon and put them onto your Bench. Shuffle your deck afterward.",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","This attack does 20 damage times the number of Team Magma Pok\u00e9mon on your Bench.","20\u00d7"
Colorless,"['Colorless', 'Colorless']","Flip a coin. If heads, draw a card.","10"
Colorless,"['Fire', 'Water', 'Colorless', 'Colorless']","Discard an Energy card attached to Salamence.","100"
Colorless,"['Colorless']","","10"
Colorless,"['Colorless']","Flip 3 coins. This attack does 10 damage times the number of heads.","10\u00d7"
Colorless,"['Colorless', 'Colorless']","Draw a card.","20"
Colorless,"['Free']","If you have 6 Arceus in play and each of them is a different type, search your deck for up to 6 basic Energy cards. Attach each of those Energy cards to a different Pok\u00e9mon you have in play. Shuffle your deck afterward.",""
Colorless,"['Colorless', 'Colorless', 'Colorless']","Choose 1 of your opponent's Pok\u00e9mon. This attack does 80 damage to that Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.) Remove all Energy cards attached to Arceus and put them in the Lost Zone.",""
Colorless,"['Fairy', 'Colorless']","","20"
Colorless,"['Colorless']","","10"
