type,cost,name,text,damage
Fire,"['Free']","Return Burn","You may return an Energy card attached to Flareon to your hand. If you do, the Defending Pok\u00e9mon is now Burned.","50"
Fire,"['Fire', 'Colorless']","Detonation Spin","Discard a Fire Energy attached to Entei & Raikou LEGEND.","90"
Fire,"['Lightning', 'Colorless']","Thunder Fall","Discard all Energy attached to Entei & Raikou LEGEND. This attack does 80 damage to each Pok\u00e9mon that has any Pok\u00e9-Powers (both yours and your opponent's). This attack's damage isn't affected by Weakness or Resistance.",""
Fire,"['Colorless']","Beat","","10"
Fire,"['Fire', 'Fire', 'Colorless']","Magma Punch","","50"
Fire,"['Fire', 'Metal']","Energy Burst","Does 10 damage times the total amount of Energy attached to Mewtwo and the Defending Pok\u00e9mon.","10\u00d7"
Fire,"['Colorless', 'Colorless']","Quick Attack","Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.","10+"
Fire,"['Fire', 'Fire', 'Colorless', 'Colorless']","Flamethrower","Discard 1 Energy card attached to Flareon in order to use this attack.","60"
Fire,"['Colorless']","Call for Friends","Search your deck for a Fire Basic Pok\u00e9mon, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",""
Fire,"['Fire', 'Colorless']","Steady Firebreathing","","20"
Fire,"['Colorless', 'Colorless', 'Colorless']","Rainbow Burn","Does 20 more damage for each different type of basic Energy attached to this Pok\u00e9mon.","20+"
Fire,"['Colorless']","Tackle","","10"
Fire,"['Fire', 'Colorless']","Stomp","Flip a coin. If heads, this attack does 10 damage plus 20 more damage.","10+"
Fire,"['Fire']","Hypnotic Gaze","The Defending Pok\u00e9mon is now Asleep.",""
Fire,"['Colorless']","Tail Smash","Flip a coin. If heads, this attack does nothing.",""
Fire,"['Fire', 'Fire', 'Colorless']","Flamethrower","Discard 1 Energy card attached to Charizard.","60"
Fire,"['Colorless']","Paralyzing Gaze","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.",""
Fire,"['Fire', 'Colorless', 'Colorless']","Double-edge","Pupitar does 10 damage to itself.","40"
Fire,"['Fire', 'Colorless']","Fireworks","Flip a coin. If tails, discard a Fire Energy card attached to Ditto.","30"
Fire,"['Fire']","Smokescreen","If the Defending Pok\u00e9mon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.","10"
Fire,"['Fire']","Agility","Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pok\u00e9mon during your opponent's next turn.","10"
Fire,"['Colorless', 'Colorless']","Flame Tail","","20"
Fire,"['Fire', 'Fire', 'Colorless', 'Colorless', 'Colorless']","Crimson Dive","This Pok\u00e9mon does 50 damage to itself.","300"
Fire,"['Fire', 'Colorless', 'Colorless']","Scorching Fang","You may discard a Fire Energy attached to this Pok\u00e9mon. If you do, this attack does 30 more damage.","60+"
Fire,"['Fire']","Flare","","10"
Fire,"['Colorless', 'Colorless']","Rage","Does 10 damage plus 10 more damage for each damage counter on Charmander.","10+"
Fire,"['Colorless']","Collect","Draw a card.",""
Fire,"['Fire']","Lunge","Flip a coin. If tails, this attack does nothing.","20"
Fire,"['Fire', 'Fire', 'Colorless']","Crushing Flames","You may discard an Energy card attached to Moltres ex. If you do, the Defending Pok\u00e9mon is now Confused.","60"
Fire,"['Colorless']","Bite","","10"
Fire,"['Fire', 'Colorless']","Tail Snap","","20"
Fire,"['Colorless']","Tackle","","10"
Fire,"['Fire', 'Colorless', 'Colorless']","Combustion","","30"
Fire,"['Colorless']","Draw In","Search your discard pile for up to 2 Fire Energy cards and attach them to Numel.",""
Fire,"['Fire', 'Colorless', 'Colorless']","Combustion","","40"
Fire,"['Fire', 'Fire', 'Fire', 'Colorless']","Scorching Breath","This Pok\u00e9mon can't attack during your next turn.","150"
Fire,"['Colorless', 'Colorless']","Rock Smash","Flip a coin. If heads, this attack does 20 more damage.","20+"
Fire,"['Fire', 'Fire', 'Colorless', 'Colorless']","Fire Punch","The Defending Pok\u00e9mon is now Burned.","70"
Fire,"['Colorless']","Scratch","","20"
Fire,"['Fire', 'Fire', 'Colorless']","Double Fire","Flip 2 coins. This attack does 80 damage times the number of heads.","80\u00d7"
Fire,"['Fire', 'Colorless']","V-create","If you have 4 or fewer Benched Pok\u00e9mon, this attack does nothing.","100"
Fire,"['Fire', 'Colorless', 'Colorless']","Bright Flame","Flip a coin. If tails, discard 2 Energy attached to Arceus.","80"
Fire,"['Colorless']","Collect","Draw a card.",""
Fire,"['Colorless', 'Colorless']","Fury Swipes","Flip 3 coins. This attack does 10 damage times the number of heads.","10\u00d7"
Fire,"['Colorless', 'Colorless', 'Colorless']","Fire Blow","You may discard any number of Energy cards attached to Arcanine when you use this attack. If you do, flip a number of coins equal to the number of Energy cards you discarded. This attack does 30 damage plus 30 more damage for each heads.","30+"
Fire,"['Fire']","Scratch","","10"
Fire,"['Fire', 'Colorless']","Live Coal","","20"
Fire,"['Fire', 'Colorless']","Firebreathing","Flip a coin. If heads, this attack does 20 more damage.","20+"
Fire,"['Fire', 'Colorless', 'Colorless']","Flame Tail","","60"
Fire,"['Fire', 'Fire', 'Fire', 'Fire']","Flame Burst","Flip a coin. If heads, this attack does 60 damage plus 20 more damage and does 20 damage to Typhlosion. If tails, this attack does 60 damage.","60+"
Fire,"['Fire', 'Colorless']","Flare","","20"
Fire,"['Fire']","Turbo Energize","Search your deck for 2 basic Energy cards and attach them to your Benched Pok\u00e9mon in any way you like. Shuffle your deck afterward.",""
Fire,"['Fire', 'Colorless', 'Colorless']","Intensifying Burn","If the Defending Pok\u00e9mon is a Pok\u00e9mon-EX, this attack does 50 more damage.","50+"
Fire,"['Colorless', 'Colorless']","Clutch","The Defending Pok\u00e9mon can't retreat during your opponent's next turn.","40"
Fire,"['Fire', 'Fire', 'Colorless']","Fire Spin","Discard 2 Energy attached to Blaziken.","100"
Fire,"['Colorless']","Smash Kick","","10"
Fire,"['Fire', 'Colorless']","Agility","Flip a coin. If heads, prevent all effects of an attack, including damage, done to Ponyta during your opponent's next turn.","20"
Fire,"['Colorless', 'Colorless', 'Colorless']","Slash","","50"
Fire,"['Fire', 'Fire', 'Colorless']","Flamethrower","Discard a Fire Energy attached to this Pok\u00e9mon.","90"
Fire,"['Fire']","Reinforced Flame","If this Pok\u00e9mon has a Pok\u00e9mon Tool card attached to it, this attack does 20 more damage.","20+"
Fire,"['Fire', 'Colorless', 'Colorless']","Heat Blast","","70"
Fire,"['Colorless']","Bite","","10"
Fire,"['Fire', 'Colorless']","Fire Punch","","20"
Fire,"['Fire', 'Fire', 'Colorless']","Absorb Life","Heal 30 damage from this Pok\u00e9mon.","70"
Fire,"['Fire', 'Colorless', 'Colorless']","Fire Stream","Discard a Fire Energy card attached to Blaziken. If you do, this attack does 10 damage to each of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","50"
Fire,"['Fire', 'Fire']","Fire Punch","","30"
Fire,"['Fire', 'Fire', 'Colorless']","Flamethrower","Discard 1 Energy card attached to Magmar in order to use this attack.","50"
Fire,"['Free']","Scratch","","10"
Fire,"['Fire', 'Colorless']","Ember","Flip a coin. If tails, discard a Fire Energy attached to Chimchar.","30"
Fire,"['Colorless', 'Colorless']","Lunge","Flip a coin. If tails, this attack does nothing.","50"
Fire,"['Colorless']","Linear Attack","Choose 1 of your opponent's Pok\u00e9mon. This attack does 10 damage to that Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Fire,"['Fire', 'Fire', 'Fire']","Burning Sensation","If the Defending Pok\u00e9mon already has any damage counters on it, the Defending Pok\u00e9mon is now Burned.","40"
Fire,"['Colorless', 'Colorless']","Overrun","Does 10 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","20"
Fire,"['Fire', 'Fire', 'Colorless']","Blaze Up","Flip a coin. If tails, discard a Fire Energy attached to Rapidash and this attack does 10 damage to each of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","50"
Fire,"['Fire', 'Fire', 'Fire']","Lava Flow","You may discard any number of Energy cards attached to Magcargo when you use this attack. If you do, this attack does 40 damage plus 20 more damage for each Energy card you discarded in this way.","40+"
Fire,"['Colorless']","Cry for Help","Search your deck for a Fire Pok\u00e9mon (excluding Pok\u00e9mon-ex), show it to your opponent, and put it into your hand. Shuffle your deck afterward.",""
Fire,"['Fire', 'Colorless']","Fireworks","Flip a coin. If tails, discard a Fire Energy attached to Torkoal.","30"
Fire,"['Colorless', 'Colorless']","Lure","If your opponent has any Benched Pok\u00e9mon, choose 1 of them and switch it with the Defending Pok\u00e9mon.",""
Fire,"['Fire', 'Fire', 'Fire', 'Fire']","Fire Blast","Discard 1 Energy card attached to Ninetales in order to use this attack.","80"
Fire,"['Colorless']","Fire Punch","","10"
Fire,"['Fire', 'Colorless']","Smog","The Defending Pok\u00e9mon is now Poisoned.","20"
Fire,"['Colorless']","Yawn","Your opponent's Active Pok\u00e9mon is now Asleep.",""
Fire,"['Fire', 'Colorless', 'Colorless']","Flamethrower","Discard a Fire Energy attached to this Pok\u00e9mon.","90"
Fire,"['Fire']","Rushing Flames","Discard as many Fire Energy as you like attached to your Pok\u00e9mon in play. Flip a coin for each Energy card you discarded. This attack does 80 damage times the number of heads.","80\u00d7"
Fire,"['Colorless', 'Colorless']","Rage","Does 30 damage plus 10 more damage for each damage counter on Infernape.","30+"
Fire,"['Colorless', 'Colorless', 'Colorless']","Wing Attack","","60"
Fire,"['Fire', 'Fire', 'Colorless', 'Colorless']","Combustion Blast","This Pok\u00e9mon can't use Combustion Blast during your next turn.","150"
Fire,"['Free']","[Pok\u00e9mon-ex rule]","When Pok\u00e9mon-ex has been Knocked Out, your opponent takes 2 Prize cards.",""
Fire,"['Fire', 'Colorless']","Overrun","Does 20 damage to 1 of your opponent's Benched Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","30"
Fire,"['Fire', 'Fire', 'Colorless', 'Colorless', 'Colorless']","Crimson Dive","This Pok\u00e9mon does 50 damage to itself.","300"
Fire,"['Fire']","Quick Attack","Flip a coin. If heads, this attack does 20 more damage.","20+"
Fire,"['Fire', 'Colorless']","Spiral Kick","","30"
Fire,"['Fire']","Energy Catch","Flip a coin. If heads, put a basic Energy cards from your discard pile into your hand.",""
Fire,"['Fire']","Smokescreen","If the Defending Pok\u00e9mon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.","10"
Fire,"['Fire', 'Fire', 'Colorless']","Super Singe","The Defending Pok\u00e9mon is now Burned.","40"
Fire,"['Fire', 'Colorless', 'Colorless']","Split Bomb","This attack does 40 damage to 2 of your opponent's Pok\u00e9mon. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)",""
Fire,"['Fire', 'Colorless', 'Colorless', 'Colorless', 'Colorless']","Scorching Fire","Discard a Fire Energy attached to this Pok\u00e9mon.","150"
Fire,"['Colorless', 'Colorless']","Overrun","If your opponent has any Benched Pok\u00e9mon, flip a coin. If heads, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pok\u00e9mon.)","20"
Fire,"['Fire', 'Fire', 'Colorless']","Flame Tail","","40"
Fire,"['Fire', 'Fire', 'Fire', 'Fire']","Fire Spin","Discard 2 Energy cards attached to Charizard in order to use this attack.","100"
Fire,"['Fire']","Beat","","10"
Fire,"['Fire', 'Colorless']","Flare","","20"
Fire,"['Fire', 'Colorless']","Super Singe","Flip a coin. If heads, the Defending Pok\u00e9mon is now Burned.","20"
Fire,"['Fire', 'Colorless', 'Colorless', 'Colorless']","Flamethrower","Discard a Fire Energy card attached to Flareon.","70"
Fire,"['Colorless', 'Colorless']","Double Scratch","Flip 2 coins. This attack does 20 damage times the number of heads.","20\u00d7"
Fire,"['Fire', 'Colorless', 'Colorless']","Flamethrower","Discard 1 Energy card attached to Charmeleon.","50"
Fire,"['Colorless']","Gnaw","","10"
Fire,"['Fire', 'Colorless']","Searing Flame","Flip a coin. If heads, the Defending Pok\u00e9mon is now Burned.","10"
Fire,"['Fire', 'Colorless']","Combustion","","20"
Fire,"['Free']","Heat Blast","","30"
Fire,"['Fire', 'Fire', 'Fire', 'Fire']","Scorching Whirlwind","Flip 2 coins. If 1 of them is tails, discards 3 Energy cards attached to Charizard. If both of them are tails, discard all Energy cards attached to Charizard.","120"
Fire,"['Fire', 'Colorless', 'Colorless']","Burn Up","Flip a coin. If tails, discard all Fire Energy cards attached to Arcanine.","60"
Fire,"['Colorless']","Roar","Your opponent switches his or her Active Pok\u00e9mon with 1 of his or her Benched Pok\u00e9mon.",""
Fire,"['Fire', 'Colorless']","Live Coal","","20"
Fire,"['Fire', 'Colorless']","Firebreathing","Flip a coin. If heads, this attack does 20 damage plus 20 more damage.","20+"
Fire,"['Fire', 'Colorless', 'Colorless']","High Jump Kick","","60"
Fire,"['Fire', 'Colorless', 'Colorless']","Glinting Claw","Flip a coin. If heads, this attack does 30 more damage.","50+"
Fire,"['Fire', 'Fire', 'Colorless', 'Colorless']","Brave Fire","Flip a coin. If tails, this Pok\u00e9mon does 50 damage to itself.","150"
Fire,"['Darkness', 'Colorless']","Black Cry","The Defending Pok\u00e9mon can't retreat or use any Pok\u00e9-Powers during your opponent's next turn.","20"
Fire,"['Darkness', 'Colorless', 'Colorless']","Dark Slash","You may discard a Darkness Energy attached to Houndoom . If you do, this attack does 40 damage plus 20 more damage.","40+"
Fire,"['Fire']","Energy Catch","Flip a coin. If heads, put a basic Energy cards from your discard pile into your hand.",""
Fire,"['Fire']","Wildfire","You may discard any number of R Energy cards attached to Moltres when you use this attack. If you do, discard that many cards from the top of your opponent's deck.",""
Fire,"['Fire', 'Fire', 'Fire', 'Fire']","Dive Bomb","Flip a coin. If tails, this attack does nothing.",""
Fire,"['Colorless']","Tackle","","10"
Fire,"['Fire']","Singe","Flip a coin. If heads, the Defending Pok\u00e9mon is now Burned.",""
Fire,"['Colorless', 'Colorless']","Slam","Flip 2 coins. This attack does 30 damage times the number of heads.","30\u00d7"
Fire,"['Fire', 'Colorless', 'Colorless']","Fire Punch","","50"
Fire,"['Fire']","Fire Tail Slap","Flip a coin. If tails, discard a Fire Energy attached to Monferno.","40"
Fire,"['Colorless', 'Colorless']","Paralyzing Gaze","Flip a coin. If heads, the Defending Pok\u00e9mon is now Paralyzed.","20"
Fire,"['Colorless']","Ascension","Search your deck for a card that evolves from Ponyta and put it onto Ponyta. (This counts as evolving Ponyta.) Shuffle your deck afterward.",""
Fire,"['Fire', 'Colorless']","Combustion","","20"
Fire,"['Fire', 'Colorless']","Flare","","20"
Fire,"['Fire', 'Fire', 'Colorless']","Flamethrower","Discard a Fire Energy attached to Flareon Star.","50"
Fire,"['Fire', 'Colorless']","Mislead","Flip 2 coins. If either of them is heads, the Defending Pok\u00e9mon is now Confused.",""
Fire,"['Colorless', 'Colorless', 'Colorless']","Ethereal Flame","Discard all R Energy cards attached to Ninetales. This attack does 30 damage plus 10 more damage for each cards discarded this way.","30+"
Fire,"['Fire', 'Colorless']","Stored Power","Move all Energy attached to this Pok\u00e9mon to 1 of your Benched Pok\u00e9mon.","30"
Fire,"['Fire']","Ember","Flip a coin. If tails, discard an Energy attached to this Pok\u00e9mon.","20"
Fire,"['Colorless', 'Colorless']","Take Down","This Pok\u00e9mon does 10 damage to itself.","30"
Fire,"['Fire', 'Fire']","Confuse Ray","Flip a coin. If heads, the Defending Pok\u00e9mon is now Confused.","10"
